id_matricula_disciplina,id_estudante,id_disciplina,ano_letivo
190,83,12,2026
191,83,1,2026
192,83,4,2026
193,85,13,2026
194,85,12,2026
195,85,1,2026
196,86,13,2026
197,86,12,2026
198,86,5,2026
199,87,4,2026
200,87,6,2026
201,87,11,2026
202,88,3,2026
203,88,1,2026
204,88,12,2026
205,89,3,2026
206,89,1,2026
207,89,13,2026
208,90,1,2026
209,90,11,2026
210,90,6,2026
211,92,1,2026
212,92,9,2026
213,92,7,2026
214,94,8,2026
215,94,6,2026
216,94,7,2026
217,95,2,2026
218,95,6,2026
219,95,13,2026
220,96,1,2026
221,96,10,2026
222,96,9,2026
223,97,11,2026
224,97,6,2026
225,97,2,2026
226,98,8,2026
227,98,2,2026
228,98,4,2026
229,99,2,2026
230,99,6,2026
231,99,12,2026
232,100,12,2026
233,100,5,2026
234,100,7,2026
235,101,1,2026
236,101,13,2026
237,101,11,2026
238,102,3,2026
239,102,8,2026
240,102,12,2026
241,104,12,2026
242,104,9,2026
243,104,4,2026
244,105,13,2026
245,105,3,2026
246,105,7,2026
247,106,12,2026
248,106,3,2026
249,106,13,2026
250,107,12,2026
251,107,6,2026
252,107,4,2026
253,108,12,2026
254,108,8,2026
255,108,1,2026
256,110,9,2026
257,110,8,2026
258,110,5,2026
259,111,3,2026
260,111,9,2026
261,111,13,2026
262,112,3,2026
263,112,8,2026
264,112,5,2026
265,113,1,2026
266,113,10,2026
267,113,3,2026
268,114,5,2026
269,114,8,2026
270,114,4,2026
271,115,3,2026
272,115,4,2026
273,115,7,2026
274,116,2,2026
275,116,3,2026
276,116,7,2026
277,117,5,2026
278,117,2,2026
279,117,11,2026
280,118,2,2026
281,118,11,2026
282,118,3,2026
283,121,4,2026
284,121,1,2026
285,121,7,2026
286,122,13,2026
287,122,12,2026
288,122,7,2026
289,125,12,2026
290,125,7,2026
291,125,3,2026
292,126,2,2026
293,126,5,2026
294,126,6,2026
295,127,7,2026
296,127,11,2026
297,127,13,2026
298,128,4,2026
299,128,8,2026
300,128,1,2026
301,130,9,2026
302,130,3,2026
303,130,4,2026
304,131,5,2026
305,131,2,2026
306,131,13,2026
307,133,5,2026
308,133,12,2026
309,133,10,2026
310,134,8,2026
311,134,4,2026
312,134,13,2026
313,135,4,2026
314,135,12,2026
315,135,11,2026
316,136,6,2026
317,136,2,2026
318,136,4,2026
319,138,6,2026
320,138,13,2026
321,138,9,2026
322,139,11,2026
323,139,9,2026
324,139,13,2026
325,140,3,2026
326,140,7,2026
327,140,6,2026
328,141,5,2026
329,141,13,2026
330,141,1,2026
331,145,3,2026
332,145,5,2026
333,145,10,2026
334,146,3,2026
335,146,13,2026
336,146,9,2026
337,147,2,2026
338,147,3,2026
339,147,12,2026
340,148,13,2026
341,148,9,2026
342,148,10,2026
343,149,13,2026
344,149,3,2026
345,149,12,2026
346,150,4,2026
347,150,1,2026
348,150,2,2026
349,151,13,2026
350,151,10,2026
351,151,4,2026
352,152,1,2026
353,152,6,2026
354,152,12,2026
355,153,13,2026
356,153,10,2026
357,153,11,2026
358,155,5,2026
359,155,13,2026
360,155,4,2026
361,156,10,2026
362,156,12,2026
363,156,9,2026
364,157,10,2026
365,157,9,2026
366,157,8,2026
367,158,10,2026
368,158,6,2026
369,158,13,2026
370,159,6,2026
371,159,4,2026
372,159,8,2026
373,160,8,2026
374,160,9,2026
375,160,13,2026
376,163,11,2026
377,163,8,2026
378,163,3,2026
379,164,7,2026
380,164,4,2026
381,164,10,2026
382,165,12,2026
383,165,9,2026
384,165,7,2026
385,166,11,2026
386,166,2,2026
387,166,10,2026
388,168,5,2026
389,168,3,2026
390,168,2,2026
391,169,3,2026
392,169,12,2026
393,169,8,2026
394,170,9,2026
395,170,3,2026
396,170,4,2026
397,171,3,2026
398,171,5,2026
399,171,2,2026
400,173,5,2026
401,173,7,2026
402,173,1,2026
403,174,7,2026
404,174,4,2026
405,174,13,2026
406,175,4,2026
407,175,5,2026
408,175,12,2026
409,176,2,2026
410,176,13,2026
411,176,12,2026
412,178,3,2026
413,178,11,2026
414,178,13,2026
415,180,6,2026
416,180,8,2026
417,180,2,2026
418,181,12,2026
419,181,3,2026
420,181,11,2026
421,182,10,2026
422,182,4,2026
423,182,9,2026
424,183,5,2026
425,183,6,2026
426,183,3,2026
427,185,1,2026
428,185,13,2026
429,185,5,2026
430,186,8,2026
431,186,11,2026
432,186,2,2026
433,187,3,2026
434,187,4,2026
435,187,2,2026
436,189,5,2026
437,189,4,2026
438,189,2,2026
439,190,4,2026
440,190,3,2026
441,190,6,2026
442,191,2,2026
443,191,5,2026
444,191,6,2026
445,192,3,2026
446,192,11,2026
447,192,12,2026
448,193,8,2026
449,193,7,2026
450,193,2,2026
451,194,4,2026
452,194,8,2026
453,194,10,2026
454,195,2,2026
455,195,7,2026
456,195,6,2026
457,196,7,2026
458,196,5,2026
459,196,12,2026
460,197,9,2026
461,197,1,2026
462,197,12,2026
463,198,6,2026
464,198,12,2026
465,198,9,2026
466,201,2,2026
467,201,3,2026
468,201,12,2026
469,202,11,2026
470,202,13,2026
471,202,10,2026
472,203,4,2026
473,203,3,2026
474,203,9,2026
475,204,5,2026
476,204,11,2026
477,204,12,2026
478,205,10,2026
479,205,7,2026
480,205,5,2026
481,206,4,2026
482,206,6,2026
483,206,2,2026
484,207,12,2026
485,207,4,2026
486,207,1,2026
487,208,8,2026
488,208,12,2026
489,208,11,2026
490,209,3,2026
491,209,10,2026
492,209,12,2026
493,210,2,2026
494,210,7,2026
495,210,6,2026
496,211,11,2026
497,211,4,2026
498,211,2,2026
499,213,9,2026
500,213,4,2026
501,213,1,2026
502,214,5,2026
503,214,3,2026
504,214,6,2026
505,215,5,2026
506,215,3,2026
507,215,6,2026
508,216,10,2026
509,216,8,2026
510,216,1,2026
511,217,6,2026
512,217,5,2026
513,217,9,2026
514,218,2,2026
515,218,4,2026
516,218,12,2026
517,219,9,2026
518,219,3,2026
519,219,6,2026
520,220,8,2026
521,220,4,2026
522,220,6,2026
523,221,13,2026
524,221,10,2026
525,221,9,2026
526,222,4,2026
527,222,3,2026
528,222,6,2026
529,223,8,2026
530,223,3,2026
531,223,2,2026
532,224,7,2026
533,224,8,2026
534,224,13,2026
535,225,7,2026
536,225,10,2026
537,225,4,2026
538,228,5,2026
539,228,11,2026
540,228,10,2026
541,229,1,2026
542,229,2,2026
543,229,6,2026
544,230,1,2026
545,230,11,2026
546,230,13,2026
547,231,12,2026
548,231,1,2026
549,231,10,2026
550,232,7,2026
551,232,6,2026
552,232,9,2026
553,233,11,2026
554,233,2,2026
555,233,5,2026
556,234,7,2026
557,234,11,2026
558,234,8,2026
559,235,10,2026
560,235,11,2026
561,235,4,2026
562,237,7,2026
563,237,4,2026
564,237,2,2026
565,238,13,2026
566,238,4,2026
567,238,10,2026
568,239,12,2026
569,239,11,2026
570,239,2,2026
571,241,7,2026
572,241,13,2026
573,241,4,2026
574,242,6,2026
575,242,1,2026
576,242,10,2026
577,244,8,2026
578,244,4,2026
579,244,1,2026
580,245,7,2026
581,245,1,2026
582,245,4,2026
583,246,6,2026
584,246,12,2026
585,246,9,2026
586,247,8,2026
587,247,3,2026
588,247,13,2026
589,248,13,2026
590,248,7,2026
591,248,4,2026
592,250,13,2026
593,250,8,2026
594,250,3,2026
595,251,7,2026
596,251,2,2026
597,251,4,2026
598,252,12,2026
599,252,10,2026
600,252,8,2026
601,253,12,2026
602,253,6,2026
603,253,2,2026
604,254,11,2026
605,254,3,2026
606,254,2,2026
607,255,1,2026
608,255,11,2026
609,255,4,2026
610,256,10,2026
611,256,6,2026
612,256,11,2026
613,257,11,2026
614,257,8,2026
615,257,6,2026
616,258,7,2026
617,258,9,2026
618,258,5,2026
619,259,7,2026
620,259,5,2026
621,259,4,2026
622,261,4,2026
623,261,12,2026
624,261,6,2026
625,262,3,2026
626,262,5,2026
627,262,12,2026
628,263,7,2026
629,263,6,2026
630,263,13,2026
631,264,9,2026
632,264,10,2026
633,264,11,2026
634,265,12,2026
635,265,2,2026
636,265,4,2026
637,266,1,2026
638,266,4,2026
639,266,2,2026
640,267,8,2026
641,267,9,2026
642,267,12,2026
643,268,5,2026
644,268,6,2026
645,268,1,2026
646,270,4,2026
647,270,12,2026
648,270,7,2026
649,271,5,2026
650,271,8,2026
651,271,10,2026
652,272,7,2026
653,272,1,2026
654,272,6,2026
655,273,2,2026
656,273,4,2026
657,273,8,2026
658,276,3,2026
659,276,8,2026
660,276,11,2026
661,277,11,2026
662,277,7,2026
663,277,9,2026
664,278,2,2026
665,278,5,2026
666,278,11,2026
667,279,8,2026
668,279,10,2026
669,279,11,2026
670,280,8,2026
671,280,7,2026
672,280,11,2026
673,281,12,2026
674,281,8,2026
675,281,3,2026
676,282,12,2026
677,282,7,2026
678,282,4,2026
679,284,12,2026
680,284,13,2026
681,284,1,2026
682,285,6,2026
683,285,12,2026
684,285,11,2026
685,286,1,2026
686,286,9,2026
687,286,8,2026
688,287,7,2026
689,287,5,2026
690,287,4,2026
691,288,9,2026
692,288,5,2026
693,288,6,2026
694,289,12,2026
695,289,6,2026
696,289,10,2026
697,290,5,2026
698,290,9,2026
699,290,6,2026
700,291,10,2026
701,291,12,2026
702,291,8,2026
703,292,5,2026
704,292,7,2026
705,292,8,2026
706,294,10,2026
707,294,2,2026
708,294,13,2026
709,295,7,2026
710,295,5,2026
711,295,13,2026
712,296,10,2026
713,296,2,2026
714,296,5,2026
715,297,8,2026
716,297,12,2026
717,297,5,2026
718,299,11,2026
719,299,1,2026
720,299,12,2026
721,300,1,2026
722,300,11,2026
723,300,10,2026
724,301,1,2026
725,301,6,2026
726,301,2,2026
727,303,13,2026
728,303,9,2026
729,303,7,2026
730,304,5,2026
731,304,13,2026
732,304,11,2026
733,305,3,2026
734,305,5,2026
735,305,12,2026
736,306,1,2026
737,306,3,2026
738,306,12,2026
739,307,6,2026
740,307,9,2026
741,307,5,2026
742,308,4,2026
743,308,3,2026
744,308,9,2026
745,309,11,2026
746,309,7,2026
747,309,2,2026
748,310,10,2026
749,310,3,2026
750,310,9,2026
751,312,4,2026
752,312,8,2026
753,312,6,2026
754,313,2,2026
755,313,3,2026
756,313,6,2026
757,314,11,2026
758,314,7,2026
759,314,9,2026
760,315,9,2026
761,315,11,2026
762,315,6,2026
763,316,13,2026
764,316,3,2026
765,316,11,2026
766,318,2,2026
767,318,11,2026
768,318,1,2026
769,319,12,2026
770,319,7,2026
771,319,3,2026
772,320,9,2026
773,320,6,2026
774,320,10,2026
775,321,7,2026
776,321,1,2026
777,321,12,2026
778,322,4,2026
779,322,2,2026
780,322,12,2026
781,323,5,2026
782,323,6,2026
783,323,3,2026
784,324,6,2026
785,324,8,2026
786,324,7,2026
787,326,5,2026
788,326,10,2026
789,326,2,2026
790,327,2,2026
791,327,13,2026
792,327,8,2026
793,329,11,2026
794,329,1,2026
795,329,7,2026
796,330,3,2026
797,330,7,2026
798,330,13,2026
799,331,4,2026
800,331,10,2026
801,331,6,2026
802,333,13,2026
803,333,10,2026
804,333,2,2026
805,334,4,2026
806,334,5,2026
807,334,8,2026
808,335,9,2026
809,335,5,2026
810,335,10,2026
811,336,7,2026
812,336,5,2026
813,336,6,2026
814,338,2,2026
815,338,12,2026
816,338,7,2026
817,343,10,2026
818,343,9,2026
819,343,12,2026
820,344,8,2026
821,344,3,2026
822,344,9,2026
823,345,11,2026
824,345,5,2026
825,345,1,2026
826,346,4,2026
827,346,11,2026
828,346,5,2026
829,347,4,2026
830,347,2,2026
831,347,6,2026
832,348,10,2026
833,348,2,2026
834,348,8,2026
835,349,2,2026
836,349,9,2026
837,349,8,2026
838,350,7,2026
839,350,10,2026
840,350,9,2026
841,352,7,2026
842,352,6,2026
843,352,11,2026
844,354,8,2026
845,354,7,2026
846,354,10,2026
847,356,4,2026
848,356,3,2026
849,356,8,2026
850,357,11,2026
851,357,9,2026
852,357,10,2026
853,360,3,2026
854,360,2,2026
855,360,11,2026
856,361,7,2026
857,361,2,2026
858,361,11,2026
859,365,8,2026
860,365,3,2026
861,365,11,2026
862,366,11,2026
863,366,9,2026
864,366,1,2026
865,367,5,2026
866,367,4,2026
867,367,8,2026
868,368,4,2026
869,368,3,2026
870,368,6,2026
871,369,12,2026
872,369,8,2026
873,369,1,2026
874,370,6,2026
875,370,1,2026
876,370,12,2026
877,371,6,2026
878,371,12,2026
879,371,7,2026
880,372,7,2026
881,372,2,2026
882,372,9,2026
883,373,5,2026
884,373,7,2026
885,373,6,2026
886,374,13,2026
887,374,2,2026
888,374,7,2026
889,375,12,2026
890,375,2,2026
891,375,6,2026
892,377,13,2026
893,377,2,2026
894,377,3,2026
895,380,12,2026
896,380,8,2026
897,380,6,2026
898,381,3,2026
899,381,6,2026
900,381,1,2026
901,382,7,2026
902,382,12,2026
903,382,6,2026
904,384,6,2026
905,384,1,2026
906,384,10,2026
907,385,6,2026
908,385,12,2026
909,385,3,2026
910,388,1,2026
911,388,3,2026
912,388,11,2026
913,389,1,2026
914,389,8,2026
915,389,5,2026
916,390,11,2026
917,390,4,2026
918,390,8,2026
919,391,1,2026
920,391,7,2026
921,391,9,2026
922,392,3,2026
923,392,8,2026
924,392,2,2026
925,395,1,2026
926,395,10,2026
927,395,3,2026
928,396,8,2026
929,396,5,2026
930,396,1,2026
931,397,11,2026
932,397,10,2026
933,397,1,2026
934,398,10,2026
935,398,8,2026
936,398,7,2026
937,401,4,2026
938,401,10,2026
939,401,11,2026
940,402,2,2026
941,402,4,2026
942,402,3,2026
943,403,6,2026
944,403,10,2026
945,403,13,2026
946,404,2,2026
947,404,7,2026
948,404,12,2026
949,405,3,2026
950,405,5,2026
951,405,8,2026
952,407,13,2026
953,407,11,2026
954,407,6,2026
955,410,10,2026
956,410,7,2026
957,410,5,2026
958,411,12,2026
959,411,9,2026
960,411,1,2026
961,412,9,2026
962,412,10,2026
963,412,3,2026
964,413,5,2026
965,413,4,2026
966,413,6,2026
967,414,13,2026
968,414,9,2026
969,414,8,2026
970,415,9,2026
971,415,13,2026
972,415,5,2026
973,416,11,2026
974,416,8,2026
975,416,4,2026
976,417,4,2026
977,417,10,2026
978,417,12,2026
979,419,10,2026
980,419,3,2026
981,419,9,2026
982,420,5,2026
983,420,10,2026
984,420,3,2026
985,421,5,2026
986,421,3,2026
987,421,7,2026
988,422,9,2026
989,422,8,2026
990,422,7,2026
991,423,4,2026
992,423,9,2026
993,423,13,2026
994,424,8,2026
995,424,3,2026
996,424,10,2026
997,425,8,2026
998,425,11,2026
999,425,13,2026
1000,426,10,2026
1001,426,13,2026
1002,426,8,2026
1003,429,10,2026
1004,429,9,2026
1005,429,13,2026
1006,430,12,2026
1007,430,10,2026
1008,430,9,2026
1009,432,12,2026
1010,432,8,2026
1011,432,13,2026
1012,433,4,2026
1013,433,2,2026
1014,433,11,2026
1015,434,13,2026
1016,434,3,2026
1017,434,12,2026
1018,435,2,2026
1019,435,9,2026
1020,435,4,2026
1021,437,12,2026
1022,437,1,2026
1023,437,9,2026
1024,438,7,2026
1025,438,12,2026
1026,438,9,2026
1027,439,8,2026
1028,439,11,2026
1029,439,3,2026
1030,440,5,2026
1031,440,8,2026
1032,440,13,2026
1033,441,7,2026
1034,441,4,2026
1035,441,9,2026
1036,443,9,2026
1037,443,2,2026
1038,443,6,2026
1039,444,13,2026
1040,444,4,2026
1041,444,12,2026
1042,445,5,2026
1043,445,6,2026
1044,445,13,2026
1045,446,13,2026
1046,446,1,2026
1047,446,5,2026
1048,448,8,2026
1049,448,10,2026
1050,448,3,2026
1051,449,8,2026
1052,449,6,2026
1053,449,11,2026
1054,450,7,2026
1055,450,11,2026
1056,450,1,2026
1057,451,13,2026
1058,451,3,2026
1059,451,9,2026
1060,452,6,2026
1061,452,13,2026
1062,452,4,2026
1063,453,4,2026
1064,453,12,2026
1065,453,7,2026
1066,454,2,2026
1067,454,4,2026
1068,454,1,2026
1069,455,12,2026
1070,455,9,2026
1071,455,11,2026
1072,456,4,2026
1073,456,3,2026
1074,456,12,2026
1075,457,7,2026
1076,457,4,2026
1077,457,11,2026
1078,458,13,2026
1079,458,8,2026
1080,458,12,2026
1081,461,2,2026
1082,461,9,2026
1083,461,13,2026
1084,462,4,2026
1085,462,12,2026
1086,462,13,2026
1087,465,2,2026
1088,465,5,2026
1089,465,12,2026
1090,467,1,2026
1091,467,7,2026
1092,467,10,2026
1093,468,8,2026
1094,468,1,2026
1095,468,6,2026
1096,470,1,2026
1097,470,13,2026
1098,470,5,2026
1099,471,4,2026
1100,471,8,2026
1101,471,7,2026
1102,473,10,2026
1103,473,9,2026
1104,473,2,2026
1105,476,12,2026
1106,476,4,2026
1107,476,3,2026
1108,477,2,2026
1109,477,6,2026
1110,477,5,2026
1111,479,7,2026
1112,479,1,2026
1113,479,11,2026
1114,480,11,2026
1115,480,3,2026
1116,480,4,2026
1117,481,8,2026
1118,481,10,2026
1119,481,6,2026
1120,482,12,2026
1121,482,2,2026
1122,482,3,2026
1123,483,8,2026
1124,483,13,2026
1125,483,11,2026
1126,484,11,2026
1127,484,8,2026
1128,484,2,2026
1129,486,3,2026
1130,486,11,2026
1131,486,5,2026
1132,487,5,2026
1133,487,6,2026
1134,487,1,2026
1135,488,4,2026
1136,488,12,2026
1137,488,8,2026
1138,489,10,2026
1139,489,4,2026
1140,489,2,2026
1141,490,2,2026
1142,490,9,2026
1143,490,7,2026
1144,491,5,2026
1145,491,11,2026
1146,491,6,2026
1147,492,10,2026
1148,492,2,2026
1149,492,4,2026
1150,493,4,2026
1151,493,5,2026
1152,493,12,2026
1153,494,6,2026
1154,494,7,2026
1155,494,4,2026
1156,495,2,2026
1157,495,5,2026
1158,495,1,2026
1159,496,10,2026
1160,496,13,2026
1161,496,3,2026
1162,497,9,2026
1163,497,10,2026
1164,497,7,2026
1165,498,10,2026
1166,498,2,2026
1167,498,6,2026
1168,499,11,2026
1169,499,7,2026
1170,499,13,2026
1171,500,13,2026
1172,500,12,2026
1173,500,10,2026
1174,501,6,2026
1175,501,7,2026
1176,501,13,2026
1177,502,9,2026
1178,502,7,2026
1179,502,12,2026
1180,504,3,2026
1181,504,7,2026
1182,504,6,2026
1183,505,13,2026
1184,505,1,2026
1185,505,5,2026
1186,507,9,2026
1187,507,1,2026
1188,507,13,2026
1189,508,10,2026
1190,508,6,2026
1191,508,13,2026
1192,509,10,2026
1193,509,8,2026
1194,509,12,2026
1195,511,7,2026
1196,511,2,2026
1197,511,12,2026
1198,512,1,2026
1199,512,12,2026
1200,512,6,2026
1201,513,8,2026
1202,513,6,2026
1203,513,9,2026
1204,514,11,2026
1205,514,10,2026
1206,514,12,2026
1207,515,5,2026
1208,515,12,2026
1209,515,9,2026
1210,516,12,2026
1211,516,13,2026
1212,516,4,2026
1213,517,11,2026
1214,517,3,2026
1215,517,1,2026
1216,518,8,2026
1217,518,9,2026
1218,518,4,2026
1219,519,3,2026
1220,519,2,2026
1221,519,12,2026
1222,520,8,2026
1223,520,10,2026
1224,520,9,2026
1225,521,12,2026
1226,521,7,2026
1227,521,2,2026
1228,522,5,2026
1229,522,6,2026
1230,522,9,2026
1231,523,5,2026
1232,523,12,2026
1233,523,7,2026
1234,524,4,2026
1235,524,5,2026
1236,524,3,2026
1237,525,10,2026
1238,525,9,2026
1239,525,13,2026
1240,527,5,2026
1241,527,3,2026
1242,527,1,2026
1243,528,2,2026
1244,528,8,2026
1245,528,4,2026
1246,529,6,2026
1247,529,7,2026
1248,529,4,2026
1249,531,12,2026
1250,531,7,2026
1251,531,11,2026
1252,533,5,2026
1253,533,7,2026
1254,533,2,2026
1255,534,8,2026
1256,534,5,2026
1257,534,12,2026
1258,535,2,2026
1259,535,1,2026
1260,535,11,2026
1261,536,2,2026
1262,536,12,2026
1263,536,4,2026
1264,537,3,2026
1265,537,1,2026
1266,537,10,2026
1267,538,12,2026
1268,538,9,2026
1269,538,1,2026
1270,539,2,2026
1271,539,9,2026
1272,539,6,2026
1273,541,6,2026
1274,541,10,2026
1275,541,11,2026
1276,542,4,2026
1277,542,12,2026
1278,542,5,2026
1279,543,12,2026
1280,543,4,2026
1281,543,2,2026
1282,544,4,2026
1283,544,2,2026
1284,544,7,2026
1285,545,7,2026
1286,545,10,2026
1287,545,6,2026
1288,546,1,2026
1289,546,5,2026
1290,546,3,2026
1291,547,6,2026
1292,547,1,2026
1293,547,3,2026
1294,548,13,2026
1295,548,11,2026
1296,548,3,2026
1297,549,13,2026
1298,549,1,2026
1299,549,12,2026
1300,551,7,2026
1301,551,5,2026
1302,551,1,2026
1303,553,6,2026
1304,553,1,2026
1305,553,4,2026
1306,554,12,2026
1307,554,4,2026
1308,554,1,2026
1309,555,7,2026
1310,555,11,2026
1311,555,13,2026
1312,556,1,2026
1313,556,6,2026
1314,556,4,2026
1315,557,7,2026
1316,557,11,2026
1317,557,2,2026
1318,558,11,2026
1319,558,1,2026
1320,558,5,2026
1321,559,7,2026
1322,559,2,2026
1323,559,10,2026
1324,560,4,2026
1325,560,12,2026
1326,560,13,2026
1327,561,7,2026
1328,561,5,2026
1329,561,11,2026
1330,562,8,2026
1331,562,7,2026
1332,562,6,2026
1333,563,7,2026
1334,563,5,2026
1335,563,1,2026
1336,565,4,2026
1337,565,7,2026
1338,565,12,2026
1339,566,5,2026
1340,566,1,2026
1341,566,4,2026
1342,568,11,2026
1343,568,4,2026
1344,568,8,2026
1345,570,10,2026
1346,570,5,2026
1347,570,13,2026
1348,571,3,2026
1349,571,1,2026
1350,571,11,2026
1351,573,10,2026
1352,573,3,2026
1353,573,9,2026
1354,574,4,2026
1355,574,2,2026
1356,574,7,2026
1357,576,12,2026
1358,576,10,2026
1359,576,8,2026
1360,577,1,2026
1361,577,12,2026
1362,577,7,2026
1363,579,5,2026
1364,579,11,2026
1365,579,6,2026
1366,580,4,2026
1367,580,12,2026
1368,580,3,2026
1369,581,5,2026
1370,581,1,2026
1371,581,11,2026
1372,582,2,2026
1373,582,4,2026
1374,582,10,2026
1375,584,1,2026
1376,584,13,2026
1377,584,8,2026
1378,586,13,2026
1379,586,4,2026
1380,586,7,2026
1381,587,2,2026
1382,587,4,2026
1383,587,7,2026
1384,588,11,2026
1385,588,12,2026
1386,588,8,2026
1387,590,4,2026
1388,590,10,2026
1389,590,13,2026
1390,591,10,2026
1391,591,1,2026
1392,591,7,2026
1393,592,8,2026
1394,592,1,2026
1395,592,6,2026
1396,593,2,2026
1397,593,7,2026
1398,593,9,2026
1399,594,1,2026
1400,594,10,2026
1401,594,13,2026
1402,595,3,2026
1403,595,12,2026
1404,595,10,2026
1405,596,11,2026
1406,596,1,2026
1407,596,9,2026
1408,597,6,2026
1409,597,13,2026
1410,597,1,2026
1411,599,8,2026
1412,599,13,2026
1413,599,12,2026
1414,600,3,2026
1415,600,7,2026
1416,600,13,2026
1417,601,4,2026
1418,601,11,2026
1419,601,2,2026
1420,602,5,2026
1421,602,9,2026
1422,602,4,2026
1423,603,1,2026
1424,603,13,2026
1425,603,4,2026
1426,604,8,2026
1427,604,12,2026
1428,604,3,2026
1429,605,6,2026
1430,605,13,2026
1431,605,5,2026
1432,606,4,2026
1433,606,8,2026
1434,606,2,2026
1435,607,11,2026
1436,607,2,2026
1437,607,5,2026
1438,608,6,2026
1439,608,1,2026
1440,608,13,2026
1441,609,10,2026
1442,609,5,2026
1443,609,7,2026
1444,610,6,2026
1445,610,7,2026
1446,610,12,2026
1447,612,2,2026
1448,612,1,2026
1449,612,7,2026
1450,613,10,2026
1451,613,4,2026
1452,613,5,2026
1453,614,7,2026
1454,614,6,2026
1455,614,4,2026
1456,615,8,2026
1457,615,11,2026
1458,615,6,2026
1459,617,13,2026
1460,617,6,2026
1461,617,8,2026
1462,618,2,2026
1463,618,6,2026
1464,618,1,2026
1465,620,4,2026
1466,620,2,2026
1467,620,13,2026
1468,622,6,2026
1469,622,3,2026
1470,622,13,2026
1471,624,3,2026
1472,624,13,2026
1473,624,5,2026
1474,625,12,2026
1475,625,4,2026
1476,625,8,2026
1477,626,2,2026
1478,626,3,2026
1479,626,8,2026
1480,627,4,2026
1481,627,2,2026
1482,627,8,2026
1483,628,5,2026
1484,628,7,2026
1485,628,4,2026
1486,629,13,2026
1487,629,9,2026
1488,629,11,2026
1489,630,7,2026
1490,630,11,2026
1491,630,5,2026
1492,631,7,2026
1493,631,4,2026
