id_matricula_disciplina,id_estudante,id_disciplina,ano_letivo,faltas_totais,situacao
482,161,35,2026,7,REPROVADO
483,161,23,2026,9,MATRICULADO
484,162,41,2026,19,MATRICULADO
485,162,19,2026,14,REPROVADO
486,162,12,2026,12,APROVADO
487,163,35,2026,20,REPROVADO
488,163,39,2026,3,APROVADO
489,163,32,2026,13,APROVADO
490,164,7,2026,5,APROVADO
491,164,21,2026,13,REPROVADO
492,164,13,2026,7,REPROVADO
493,165,4,2026,18,MATRICULADO
494,165,23,2026,11,APROVADO
495,165,17,2026,20,REPROVADO
496,166,19,2026,12,REPROVADO
497,166,10,2026,19,MATRICULADO
498,166,6,2026,8,MATRICULADO
499,167,19,2026,4,MATRICULADO
500,167,20,2026,19,REPROVADO
501,167,38,2026,4,MATRICULADO
502,168,4,2026,9,REPROVADO
503,168,25,2026,14,APROVADO
504,168,26,2026,7,MATRICULADO
505,169,8,2026,5,MATRICULADO
506,169,28,2026,7,APROVADO
507,169,19,2026,5,REPROVADO
508,170,37,2026,18,APROVADO
509,170,1,2026,14,MATRICULADO
510,170,33,2026,0,APROVADO
511,171,34,2026,19,REPROVADO
512,171,30,2026,0,APROVADO
513,171,5,2026,15,APROVADO
514,172,39,2026,16,MATRICULADO
515,172,22,2026,15,APROVADO
516,172,19,2026,1,MATRICULADO
517,173,32,2026,16,MATRICULADO
518,173,31,2026,19,APROVADO
519,173,3,2026,8,APROVADO
520,174,29,2026,19,REPROVADO
521,174,15,2026,4,REPROVADO
522,174,7,2026,2,REPROVADO
523,175,24,2026,14,MATRICULADO
524,175,35,2026,15,REPROVADO
525,175,17,2026,11,MATRICULADO
526,176,6,2026,7,APROVADO
527,176,10,2026,19,APROVADO
528,176,5,2026,17,APROVADO
529,177,33,2026,2,REPROVADO
530,177,1,2026,16,MATRICULADO
531,177,27,2026,4,REPROVADO
532,178,17,2026,8,MATRICULADO
533,178,12,2026,5,APROVADO
534,178,22,2026,3,REPROVADO
535,179,37,2026,11,MATRICULADO
536,179,40,2026,12,APROVADO
537,179,30,2026,1,APROVADO
538,180,3,2026,1,MATRICULADO
539,180,14,2026,1,REPROVADO
540,180,11,2026,4,MATRICULADO
541,181,30,2026,15,APROVADO
542,181,25,2026,1,REPROVADO
543,181,8,2026,4,REPROVADO
544,182,18,2026,19,MATRICULADO
545,182,10,2026,12,MATRICULADO
546,182,1,2026,12,APROVADO
547,183,23,2026,13,APROVADO
548,183,35,2026,3,MATRICULADO
549,183,32,2026,16,MATRICULADO
550,184,10,2026,3,MATRICULADO
551,184,18,2026,5,APROVADO
552,184,4,2026,20,MATRICULADO
553,185,24,2026,4,REPROVADO
554,185,16,2026,13,MATRICULADO
555,185,41,2026,16,APROVADO
556,186,29,2026,4,APROVADO
557,186,8,2026,18,APROVADO
558,186,21,2026,13,MATRICULADO
559,187,8,2026,8,APROVADO
560,187,18,2026,12,REPROVADO
561,187,4,2026,12,REPROVADO
562,188,25,2026,12,REPROVADO
563,188,15,2026,20,REPROVADO
564,188,26,2026,7,APROVADO
565,189,16,2026,8,REPROVADO
566,189,34,2026,2,MATRICULADO
567,189,3,2026,14,REPROVADO
568,190,5,2026,19,REPROVADO
569,190,41,2026,20,APROVADO
570,190,9,2026,9,MATRICULADO
571,191,34,2026,5,REPROVADO
572,191,11,2026,15,REPROVADO
573,191,5,2026,2,REPROVADO
574,192,34,2026,11,REPROVADO
575,192,19,2026,4,REPROVADO
576,192,39,2026,18,APROVADO
577,193,2,2026,20,APROVADO
578,193,29,2026,7,MATRICULADO
579,193,6,2026,9,REPROVADO
580,194,33,2026,6,APROVADO
581,194,7,2026,5,MATRICULADO
582,194,17,2026,1,MATRICULADO
583,195,12,2026,16,APROVADO
584,195,39,2026,1,APROVADO
585,195,41,2026,16,MATRICULADO
586,196,40,2026,1,MATRICULADO
587,196,26,2026,6,MATRICULADO
588,196,4,2026,6,APROVADO
589,197,29,2026,17,APROVADO
590,197,33,2026,14,REPROVADO
591,197,21,2026,2,APROVADO
592,198,39,2026,1,REPROVADO
593,198,16,2026,1,MATRICULADO
594,198,5,2026,18,APROVADO
595,199,12,2026,8,APROVADO
596,199,7,2026,12,APROVADO
597,199,3,2026,13,MATRICULADO
598,200,27,2026,15,REPROVADO
599,200,20,2026,4,REPROVADO
600,200,36,2026,20,MATRICULADO
601,201,26,2026,0,APROVADO
602,201,6,2026,3,APROVADO
603,201,9,2026,12,MATRICULADO
604,202,6,2026,15,REPROVADO
605,202,37,2026,15,REPROVADO
606,202,40,2026,11,MATRICULADO
607,203,38,2026,7,MATRICULADO
608,203,5,2026,8,REPROVADO
609,203,22,2026,16,MATRICULADO
610,204,33,2026,7,REPROVADO
611,204,17,2026,10,APROVADO
612,204,14,2026,11,APROVADO
613,205,26,2026,12,MATRICULADO
614,205,8,2026,6,REPROVADO
615,205,37,2026,2,REPROVADO
616,206,21,2026,15,MATRICULADO
617,206,37,2026,19,REPROVADO
618,206,31,2026,12,REPROVADO
619,207,1,2026,20,REPROVADO
620,207,6,2026,10,APROVADO
621,207,12,2026,20,REPROVADO
622,208,36,2026,18,APROVADO
623,208,16,2026,1,MATRICULADO
624,208,18,2026,2,MATRICULADO
625,209,19,2026,11,MATRICULADO
626,209,26,2026,7,REPROVADO
627,209,14,2026,6,MATRICULADO
628,210,14,2026,12,MATRICULADO
629,210,6,2026,13,REPROVADO
630,210,27,2026,18,REPROVADO
631,211,1,2026,15,APROVADO
632,211,34,2026,7,REPROVADO
633,211,17,2026,9,MATRICULADO
634,212,20,2026,20,APROVADO
635,212,34,2026,14,REPROVADO
636,212,3,2026,20,MATRICULADO
637,213,22,2026,13,REPROVADO
638,213,5,2026,10,MATRICULADO
639,213,36,2026,20,APROVADO
640,214,29,2026,6,REPROVADO
641,214,30,2026,15,REPROVADO
642,214,25,2026,8,MATRICULADO
643,215,20,2026,10,MATRICULADO
644,215,21,2026,3,APROVADO
645,215,36,2026,3,MATRICULADO
646,216,13,2026,18,APROVADO
647,216,5,2026,9,REPROVADO
648,216,9,2026,8,MATRICULADO
649,217,5,2026,6,MATRICULADO
650,217,20,2026,9,REPROVADO
651,217,4,2026,11,MATRICULADO
652,218,19,2026,17,REPROVADO
653,218,1,2026,5,MATRICULADO
654,218,33,2026,4,APROVADO
655,219,12,2026,16,MATRICULADO
656,219,25,2026,7,MATRICULADO
657,219,15,2026,0,REPROVADO
658,220,21,2026,16,APROVADO
659,220,20,2026,3,REPROVADO
660,220,35,2026,16,REPROVADO
661,221,36,2026,20,APROVADO
662,221,41,2026,11,REPROVADO
663,221,21,2026,10,APROVADO
664,222,17,2026,18,APROVADO
665,222,16,2026,3,MATRICULADO
666,222,29,2026,8,APROVADO
667,223,16,2026,20,REPROVADO
668,223,41,2026,4,REPROVADO
669,223,33,2026,15,REPROVADO
670,224,30,2026,1,REPROVADO
671,224,39,2026,17,MATRICULADO
672,224,20,2026,0,REPROVADO
673,225,41,2026,15,APROVADO
674,225,25,2026,19,MATRICULADO
675,225,7,2026,16,APROVADO
676,226,15,2026,19,REPROVADO
677,226,34,2026,7,REPROVADO
678,226,8,2026,10,MATRICULADO
679,227,4,2026,15,MATRICULADO
680,227,37,2026,20,MATRICULADO
681,227,24,2026,17,APROVADO
682,228,6,2026,17,REPROVADO
683,228,2,2026,19,REPROVADO
684,228,32,2026,20,APROVADO
685,229,28,2026,11,REPROVADO
686,229,30,2026,5,MATRICULADO
687,229,31,2026,19,MATRICULADO
688,230,30,2026,15,MATRICULADO
689,230,27,2026,8,REPROVADO
690,230,24,2026,2,MATRICULADO
691,231,30,2026,19,MATRICULADO
692,231,27,2026,9,MATRICULADO
693,231,11,2026,0,MATRICULADO
694,232,37,2026,15,MATRICULADO
695,232,35,2026,5,MATRICULADO
696,232,29,2026,12,REPROVADO
697,233,5,2026,5,APROVADO
698,233,10,2026,15,REPROVADO
699,233,38,2026,17,APROVADO
700,234,18,2026,10,APROVADO
701,234,23,2026,10,APROVADO
702,234,40,2026,20,APROVADO
703,235,19,2026,4,MATRICULADO
704,235,23,2026,1,APROVADO
705,235,29,2026,20,MATRICULADO
706,236,12,2026,17,APROVADO
707,236,33,2026,20,MATRICULADO
708,236,17,2026,12,REPROVADO
709,237,13,2026,12,REPROVADO
710,237,25,2026,18,APROVADO
711,237,9,2026,1,MATRICULADO
712,238,36,2026,10,MATRICULADO
713,238,18,2026,2,MATRICULADO
714,238,40,2026,14,REPROVADO
715,239,34,2026,5,APROVADO
716,239,36,2026,11,MATRICULADO
717,239,4,2026,5,APROVADO
718,240,14,2026,12,REPROVADO
719,240,9,2026,10,REPROVADO
720,240,39,2026,9,MATRICULADO
721,241,5,2026,19,APROVADO
722,241,7,2026,2,APROVADO
723,241,28,2026,19,REPROVADO
724,242,18,2026,20,MATRICULADO
725,242,36,2026,3,APROVADO
726,242,32,2026,17,MATRICULADO
727,243,5,2026,8,REPROVADO
728,243,17,2026,19,APROVADO
729,243,21,2026,8,APROVADO
730,244,16,2026,2,MATRICULADO
731,244,21,2026,20,APROVADO
732,244,9,2026,2,MATRICULADO
733,245,31,2026,7,APROVADO
734,245,12,2026,13,MATRICULADO
735,245,2,2026,12,APROVADO
736,246,5,2026,12,APROVADO
737,246,25,2026,9,MATRICULADO
738,246,14,2026,12,APROVADO
739,247,36,2026,15,MATRICULADO
740,247,29,2026,10,APROVADO
741,247,37,2026,2,APROVADO
742,248,1,2026,16,REPROVADO
743,248,35,2026,6,APROVADO
744,248,33,2026,17,REPROVADO
745,249,32,2026,14,REPROVADO
746,249,11,2026,6,REPROVADO
747,249,12,2026,9,APROVADO
748,250,33,2026,20,MATRICULADO
749,250,23,2026,10,MATRICULADO
750,250,41,2026,2,APROVADO
751,251,27,2026,14,REPROVADO
752,251,4,2026,2,REPROVADO
753,251,33,2026,6,REPROVADO
754,252,21,2026,17,APROVADO
755,252,7,2026,2,MATRICULADO
756,252,32,2026,18,MATRICULADO
757,253,4,2026,19,APROVADO
758,253,18,2026,4,MATRICULADO
759,253,7,2026,4,REPROVADO
760,254,41,2026,10,MATRICULADO
761,254,33,2026,3,APROVADO
762,254,1,2026,2,MATRICULADO
763,255,6,2026,18,MATRICULADO
764,255,9,2026,8,APROVADO
765,255,20,2026,19,MATRICULADO
766,256,7,2026,14,REPROVADO
767,256,40,2026,4,APROVADO
768,256,20,2026,17,MATRICULADO
769,257,15,2026,5,MATRICULADO
770,257,4,2026,13,REPROVADO
771,257,41,2026,1,APROVADO
772,258,36,2026,8,MATRICULADO
