id_matricula_disciplina,id_estudante,id_disciplina,ano_letivo,media_geral
264,53,7,2026,10.0
265,53,2,2026,9.9
266,54,3,2026,7.9
267,54,4,2026,7.9
268,54,6,2026,8.3
269,54,5,2026,9.2
270,54,12,2026,8.1
271,55,3,2026,6.6
272,55,2,2026,5.9
273,55,13,2026,5.5
274,55,12,2026,6.5
275,55,6,2026,5.7
276,56,6,2026,9.9
277,56,5,2026,9.0
278,56,10,2026,7.8
279,56,3,2026,7.8
280,56,1,2026,9.5
281,57,13,2026,9.3
282,57,2,2026,8.6
283,57,12,2026,7.2
284,57,10,2026,7.4
285,57,8,2026,7.7
286,58,11,2026,1.7
287,58,7,2026,2.9
288,58,4,2026,1.4
289,58,5,2026,4.4
290,58,13,2026,2.5
291,59,3,2026,5.6
292,59,12,2026,6.6
293,59,2,2026,6.1
294,59,9,2026,7.0
295,59,10,2026,5.8
296,60,13,2026,10.0
297,60,1,2026,7.5
298,60,6,2026,7.5
299,60,2,2026,9.6
300,60,10,2026,7.9
301,61,11,2026,7.7
302,61,12,2026,7.1
303,61,5,2026,9.1
304,61,2,2026,7.2
305,61,3,2026,8.8
306,62,9,2026,0.7
307,62,7,2026,3.6
308,62,1,2026,3.2
309,62,4,2026,2.5
310,62,8,2026,0.3
311,63,1,2026,0.5
312,63,4,2026,2.2
313,63,3,2026,4.1
314,63,13,2026,3.1
315,63,12,2026,4.6
316,64,1,2026,6.9
317,64,2,2026,5.4
318,64,12,2026,6.8
319,64,5,2026,5.9
320,64,13,2026,5.2
321,65,2,2026,3.8
322,65,12,2026,2.8
323,65,8,2026,0.2
324,65,13,2026,3.7
325,65,11,2026,4.4
326,66,13,2026,9.2
327,66,7,2026,7.8
328,66,3,2026,8.7
329,66,6,2026,7.9
330,66,1,2026,9.9
331,67,8,2026,6.3
332,67,9,2026,5.2
333,67,6,2026,6.9
334,67,11,2026,5.7
335,67,1,2026,5.7
336,68,3,2026,4.6
337,68,12,2026,2.8
338,68,2,2026,3.4
339,68,1,2026,4.2
340,68,8,2026,2.6
341,69,1,2026,9.1
342,69,8,2026,8.4
343,69,3,2026,9.8
344,69,12,2026,7.3
345,69,13,2026,7.1
346,70,12,2026,9.9
347,70,9,2026,7.5
348,70,2,2026,9.7
349,70,10,2026,9.0
350,70,8,2026,9.6
351,71,10,2026,6.0
352,71,11,2026,5.2
353,71,7,2026,5.4
354,71,5,2026,5.7
355,71,8,2026,5.5
356,72,8,2026,5.4
357,72,7,2026,5.6
358,72,9,2026,5.0
359,72,2,2026,6.4
360,72,1,2026,6.1
361,73,13,2026,0.1
362,73,6,2026,3.3
363,73,8,2026,3.3
364,73,9,2026,1.5
365,73,1,2026,4.0
366,74,3,2026,9.9
367,74,4,2026,7.4
368,74,7,2026,8.8
369,74,13,2026,9.4
370,74,10,2026,8.2
371,75,11,2026,7.8
372,75,7,2026,9.0
373,75,9,2026,7.1
374,75,6,2026,9.4
375,75,8,2026,9.0
376,76,6,2026,1.2
377,76,2,2026,4.2
378,76,7,2026,4.6
379,76,10,2026,1.8
380,76,12,2026,3.7
381,77,3,2026,4.2
382,77,2,2026,4.5
383,77,6,2026,4.1
384,77,1,2026,1.9
385,77,12,2026,0.0
386,78,1,2026,4.9
387,78,4,2026,4.8
388,78,12,2026,3.2
389,78,6,2026,3.8
390,78,13,2026,4.5
391,79,3,2026,6.7
392,79,5,2026,6.2
393,79,4,2026,5.6
394,79,2,2026,6.7
395,79,9,2026,6.0
396,80,4,2026,9.2
397,80,1,2026,8.8
398,80,12,2026,9.4
399,80,5,2026,9.4
400,80,2,2026,7.9
401,81,4,2026,9.7
402,81,1,2026,8.1
403,81,3,2026,9.2
404,81,2,2026,9.3
405,81,6,2026,9.1
406,82,7,2026,7.7
407,82,12,2026,9.6
408,82,5,2026,8.8
409,82,13,2026,8.0
410,82,4,2026,7.9
411,83,2,2026,9.5
412,83,13,2026,9.6
413,83,1,2026,7.8
414,83,6,2026,8.5
415,83,11,2026,7.8
416,84,3,2026,4.3
417,84,8,2026,0.6
418,84,9,2026,2.4
419,84,10,2026,2.8
420,84,7,2026,1.6
421,85,13,2026,6.8
422,85,2,2026,6.8
423,85,3,2026,5.7
424,85,9,2026,5.2
425,85,12,2026,5.5
426,86,6,2026,8.0
427,86,10,2026,7.8
428,86,8,2026,8.1
429,86,9,2026,9.8
430,86,2,2026,7.1
431,87,11,2026,6.5
432,87,10,2026,5.0
433,87,8,2026,5.6
434,87,3,2026,5.6
435,87,4,2026,6.5
436,88,6,2026,7.4
437,88,5,2026,8.1
438,88,7,2026,8.3
439,88,8,2026,7.1
440,88,10,2026,7.6
441,89,9,2026,4.0
442,89,8,2026,3.8
443,89,2,2026,2.4
444,89,6,2026,5.0
445,89,7,2026,3.8
446,90,8,2026,8.5
447,90,11,2026,7.9
448,90,1,2026,7.7
449,90,4,2026,7.0
450,90,2,2026,7.6
451,91,8,2026,6.7
452,91,5,2026,6.4
453,91,2,2026,6.3
454,91,12,2026,5.8
455,91,9,2026,5.3
456,92,3,2026,8.2
457,92,6,2026,7.4
458,92,5,2026,8.4
459,92,7,2026,8.7
460,92,9,2026,9.5
461,93,1,2026,5.3
462,93,8,2026,5.9
463,93,7,2026,6.8
464,93,11,2026,6.4
465,93,5,2026,5.3
466,94,2,2026,9.2
467,94,12,2026,9.9
468,94,4,2026,8.2
469,94,6,2026,8.3
470,94,11,2026,7.4
471,95,10,2026,9.2
472,95,3,2026,9.5
473,95,4,2026,8.8
474,95,9,2026,8.2
475,95,7,2026,9.0
476,96,1,2026,6.2
477,96,5,2026,5.5
478,96,9,2026,5.1
479,96,11,2026,5.7
480,96,7,2026,5.7
481,97,4,2026,3.4
482,97,5,2026,4.7
483,97,1,2026,3.0
484,97,6,2026,0.7
485,97,11,2026,1.0
486,98,7,2026,8.3
487,98,12,2026,7.8
488,98,2,2026,7.0
489,98,6,2026,7.6
490,98,8,2026,9.0
491,99,6,2026,8.5
492,99,7,2026,9.6
493,99,8,2026,8.5
494,99,1,2026,8.0
495,99,11,2026,7.8
496,100,7,2026,9.5
497,100,2,2026,8.6
498,100,10,2026,7.4
499,100,1,2026,7.5
500,100,4,2026,7.6
501,101,7,2026,7.5
502,101,12,2026,9.1
503,101,3,2026,7.5
504,101,8,2026,8.9
505,101,4,2026,8.4
506,102,2,2026,2.1
507,102,13,2026,0.6
508,102,8,2026,2.5
509,102,6,2026,2.1
510,102,11,2026,0.3
511,103,5,2026,5.2
512,103,3,2026,5.5
513,103,10,2026,6.1
514,103,9,2026,6.2
515,103,6,2026,5.5
516,104,6,2026,5.4
517,104,3,2026,6.7
518,104,2,2026,5.4
519,104,7,2026,5.1
520,104,1,2026,5.4
521,105,7,2026,10.0
522,105,10,2026,9.7
523,105,9,2026,7.6
524,105,1,2026,8.2
525,105,2,2026,8.5
526,106,2,2026,9.6
527,106,1,2026,8.4
528,106,7,2026,9.7
529,106,9,2026,9.3
530,106,12,2026,9.8
531,107,13,2026,9.7
532,107,2,2026,7.1
533,107,7,2026,8.0
534,107,4,2026,7.0
535,107,8,2026,7.1
536,108,10,2026,4.2
537,108,4,2026,0.9
538,108,12,2026,4.6
539,108,3,2026,1.9
540,108,7,2026,1.1
541,109,2,2026,6.6
542,109,8,2026,5.9
543,109,3,2026,5.5
544,109,10,2026,6.1
545,109,5,2026,6.1
546,110,10,2026,0.3
547,110,1,2026,4.4
548,110,7,2026,3.1
549,110,6,2026,3.1
550,110,5,2026,4.9
551,111,6,2026,0.6
552,111,2,2026,3.5
553,111,10,2026,5.0
554,111,4,2026,2.5
555,111,11,2026,2.7
556,112,2,2026,7.7
557,112,3,2026,9.0
558,112,10,2026,7.9
559,112,13,2026,9.3
560,112,7,2026,9.5
561,113,1,2026,8.2
562,113,3,2026,8.0
563,113,7,2026,7.5
564,113,11,2026,9.6
565,113,8,2026,8.7
566,114,5,2026,7.8
567,114,6,2026,9.2
568,114,4,2026,8.8
569,114,10,2026,7.1
570,114,8,2026,9.2
571,115,9,2026,5.8
572,115,13,2026,6.0
573,115,7,2026,5.7
574,115,5,2026,5.8
575,115,1,2026,6.7
576,116,3,2026,8.7
577,116,1,2026,9.5
578,116,9,2026,7.5
579,116,12,2026,7.1
580,116,2,2026,7.6
581,117,2,2026,5.6
582,117,6,2026,6.1
583,117,5,2026,6.8
584,117,4,2026,6.2
585,117,1,2026,5.3
586,118,3,2026,5.3
587,118,6,2026,6.9
588,118,4,2026,5.5
589,118,11,2026,5.1
590,118,10,2026,5.3
591,119,6,2026,7.3
592,119,11,2026,9.7
593,119,13,2026,7.7
594,119,12,2026,8.0
595,119,1,2026,8.0
596,120,12,2026,2.9
597,120,11,2026,4.1
598,120,1,2026,4.0
599,120,4,2026,1.4
600,120,7,2026,3.9
601,121,10,2026,5.6
602,121,4,2026,5.5
603,121,12,2026,6.8
604,121,11,2026,6.2
605,121,3,2026,5.3
606,122,13,2026,7.0
607,122,9,2026,5.5
608,122,1,2026,5.3
609,122,6,2026,6.9
610,122,12,2026,5.5
611,123,5,2026,8.3
612,123,2,2026,8.0
613,123,3,2026,8.8
614,123,10,2026,7.9
615,123,1,2026,9.6
616,124,10,2026,7.4
617,124,13,2026,9.9
618,124,3,2026,8.2
619,124,1,2026,7.2
620,124,2,2026,8.4
621,125,10,2026,9.7
622,125,6,2026,8.2
623,125,5,2026,8.8
624,125,3,2026,9.6
625,125,2,2026,8.9
626,126,10,2026,6.2
627,126,4,2026,5.4
628,126,8,2026,5.9
629,126,6,2026,6.4
630,126,2,2026,5.2
631,127,6,2026,9.6
632,127,4,2026,7.8
633,127,7,2026,8.0
634,127,3,2026,9.0
635,127,11,2026,8.5
636,128,7,2026,9.1
637,128,5,2026,9.7
638,128,13,2026,8.3
639,128,2,2026,8.3
640,128,3,2026,9.3
641,129,1,2026,9.0
642,129,13,2026,9.6
643,129,10,2026,9.7
644,129,11,2026,7.9
645,129,3,2026,7.4
646,130,1,2026,1.8
647,130,4,2026,1.2
648,130,3,2026,1.7
649,130,2,2026,0.0
650,130,10,2026,0.5
651,131,4,2026,7.9
652,131,12,2026,9.0
653,131,3,2026,7.1
654,131,2,2026,9.6
655,131,10,2026,8.5
656,132,10,2026,8.4
657,132,8,2026,9.9
658,132,11,2026,8.1
659,132,3,2026,9.2
660,132,5,2026,9.6
661,133,3,2026,9.1
662,133,2,2026,7.8
663,133,9,2026,9.4
664,133,11,2026,8.0
665,133,4,2026,9.8
666,134,13,2026,5.6
667,134,2,2026,6.1
668,134,10,2026,6.0
669,134,3,2026,5.9
670,134,1,2026,6.3
671,135,10,2026,8.8
672,135,4,2026,10.0
673,135,12,2026,8.3
674,135,11,2026,7.3
675,135,3,2026,9.6
676,136,1,2026,9.0
677,136,3,2026,9.9
678,136,6,2026,7.8
679,136,8,2026,9.7
680,136,9,2026,8.0
681,137,9,2026,9.5
682,137,6,2026,8.6
683,137,13,2026,9.9
684,137,11,2026,8.0
685,137,4,2026,8.3
686,138,13,2026,0.1
687,138,8,2026,2.5
688,138,3,2026,2.0
689,138,7,2026,0.6
690,138,11,2026,2.9
691,139,3,2026,9.2
692,139,6,2026,7.2
693,139,5,2026,8.8
694,139,4,2026,7.5
695,139,12,2026,7.5
696,140,3,2026,5.4
697,140,6,2026,6.5
698,140,1,2026,6.3
699,140,2,2026,6.3
700,140,9,2026,5.3
701,141,5,2026,7.6
702,141,8,2026,9.3
703,141,3,2026,9.6
704,141,9,2026,8.9
705,141,7,2026,7.3
706,142,3,2026,5.6
707,142,13,2026,6.1
708,142,4,2026,6.2
709,142,5,2026,6.6
710,142,2,2026,6.2
711,143,11,2026,5.1
712,143,7,2026,5.8
713,143,12,2026,5.0
714,143,3,2026,6.8
715,143,8,2026,6.8
716,144,1,2026,7.6
717,144,10,2026,8.4
718,144,6,2026,7.9
719,144,7,2026,7.1
720,144,4,2026,9.2
721,145,10,2026,1.2
722,145,2,2026,3.8
723,145,1,2026,2.7
724,145,12,2026,0.9
725,145,4,2026,0.8
726,146,8,2026,8.1
727,146,2,2026,7.0
728,146,12,2026,7.1
729,146,10,2026,9.9
730,146,4,2026,9.8
731,147,3,2026,8.2
732,147,8,2026,8.2
733,147,12,2026,9.8
734,147,1,2026,9.2
735,147,6,2026,9.5
736,148,1,2026,1.4
737,148,8,2026,3.5
738,148,7,2026,3.6
739,148,3,2026,1.8
740,148,11,2026,0.1
741,149,6,2026,7.8
742,149,4,2026,7.3
743,149,8,2026,9.5
744,149,3,2026,9.0
745,149,12,2026,9.6
746,150,11,2026,7.3
747,150,2,2026,8.9
748,150,4,2026,9.4
749,150,13,2026,7.8
750,150,7,2026,9.1
751,151,7,2026,8.2
752,151,5,2026,7.8
753,151,3,2026,9.5
754,151,4,2026,7.3
755,151,2,2026,9.2
756,152,8,2026,8.6
757,152,3,2026,8.4
758,152,13,2026,8.3
759,152,11,2026,9.8
760,152,7,2026,7.1
761,153,12,2026,5.4
762,153,4,2026,6.9
763,153,5,2026,6.6
764,153,10,2026,6.8
765,153,11,2026,6.6
766,154,8,2026,8.7
767,154,6,2026,7.1
768,154,12,2026,7.3
769,154,2,2026,9.5
770,154,9,2026,8.9
771,155,10,2026,7.1
772,155,4,2026,7.5
773,155,3,2026,8.7
774,155,5,2026,8.3
775,155,11,2026,7.8
776,156,5,2026,7.8
777,156,2,2026,8.3
778,156,8,2026,8.0
779,156,3,2026,7.6
780,156,4,2026,9.5
781,157,10,2026,7.5
782,157,5,2026,9.6
783,157,8,2026,9.3
784,157,13,2026,8.1
785,157,1,2026,7.7
786,158,13,2026,7.8
787,158,3,2026,8.4
788,158,7,2026,7.6
789,158,9,2026,8.3
790,158,1,2026,9.1
791,159,2,2026,7.7
792,159,11,2026,9.6
793,159,1,2026,8.9
794,159,12,2026,7.9
795,159,6,2026,9.2
796,160,5,2026,5.5
797,160,3,2026,6.6
798,160,2,2026,6.2
799,160,7,2026,6.7
800,160,13,2026,5.1
801,161,13,2026,7.8
802,161,4,2026,8.3
803,161,8,2026,7.9
804,161,9,2026,9.5
805,161,2,2026,8.9
806,162,12,2026,8.5
807,162,2,2026,9.7
808,162,5,2026,7.8
809,162,4,2026,7.6
810,162,8,2026,7.2
811,163,12,2026,6.7
812,163,7,2026,6.9
813,163,2,2026,5.7
814,163,9,2026,5.8
815,163,8,2026,6.8
816,164,8,2026,8.2
817,164,3,2026,9.8
818,164,11,2026,9.7
819,164,7,2026,9.3
820,164,4,2026,8.1
821,165,5,2026,6.6
822,165,12,2026,6.5
823,165,2,2026,6.1
824,165,9,2026,6.9
825,165,6,2026,5.3
826,166,8,2026,7.0
827,166,12,2026,8.6
828,166,3,2026,8.0
829,166,10,2026,9.1
830,166,2,2026,8.9
831,167,9,2026,8.1
832,167,7,2026,9.3
833,167,1,2026,8.3
834,167,5,2026,8.0
835,167,4,2026,7.1
836,168,12,2026,8.8
837,168,4,2026,7.7
838,168,8,2026,7.1
839,168,5,2026,8.4
840,168,7,2026,8.3
841,169,4,2026,6.1
842,169,1,2026,5.3
843,169,7,2026,6.5
844,169,8,2026,5.8
845,169,2,2026,6.8
846,170,8,2026,8.8
847,170,10,2026,9.3
848,170,11,2026,8.4
849,170,5,2026,8.9
850,170,2,2026,8.3
851,171,4,2026,5.8
852,171,9,2026,6.5
853,171,6,2026,6.1
854,171,10,2026,5.4
855,171,1,2026,6.4
856,172,3,2026,3.8
857,172,12,2026,4.9
858,172,9,2026,0.1
859,172,10,2026,4.2
860,172,11,2026,4.0
861,173,11,2026,7.4
862,173,6,2026,7.4
863,173,1,2026,8.4
864,173,5,2026,7.8
865,173,3,2026,9.6
866,174,7,2026,6.4
867,174,12,2026,5.9
868,174,2,2026,5.8
869,174,9,2026,5.4
870,174,13,2026,6.7
871,175,13,2026,5.9
872,175,2,2026,6.9
873,175,7,2026,6.2
874,175,3,2026,5.4
875,175,1,2026,6.7
876,176,10,2026,9.8
877,176,2,2026,8.5
878,176,11,2026,8.7
879,176,13,2026,8.3
880,176,9,2026,8.0
881,177,13,2026,2.3
882,177,4,2026,4.6
883,177,12,2026,0.0
884,177,8,2026,2.1
885,177,2,2026,4.2
886,178,10,2026,5.3
887,178,5,2026,5.4
888,178,3,2026,6.4
889,178,7,2026,6.1
890,178,12,2026,6.9
891,179,4,2026,7.9
892,179,2,2026,10.0
893,179,11,2026,8.8
894,179,13,2026,7.1
895,179,6,2026,7.8
896,180,13,2026,5.1
897,180,10,2026,5.8
898,180,12,2026,5.4
899,180,7,2026,6.2
900,180,8,2026,6.6
901,181,8,2026,7.0
902,181,4,2026,6.1
903,181,1,2026,6.9
904,181,6,2026,5.5
905,181,5,2026,6.1
906,182,9,2026,9.1
907,182,12,2026,9.3
908,182,5,2026,9.1
909,182,4,2026,9.5
910,182,1,2026,7.2
911,183,12,2026,8.5
912,183,9,2026,9.8
913,183,2,2026,8.2
914,183,7,2026,8.1
915,183,8,2026,8.9
916,184,11,2026,6.8
917,184,4,2026,6.1
918,184,13,2026,6.7
919,184,2,2026,6.5
920,184,6,2026,6.8
921,185,2,2026,4.5
922,185,7,2026,3.3
923,185,11,2026,0.5
924,185,5,2026,0.0
925,185,3,2026,4.7
926,186,13,2026,4.7
927,186,1,2026,4.9
928,186,2,2026,2.1
929,186,8,2026,1.5
930,186,12,2026,2.2
931,187,1,2026,7.1
932,187,4,2026,8.9
933,187,13,2026,9.6
934,187,9,2026,9.6
935,187,10,2026,8.4
936,188,7,2026,2.8
937,188,3,2026,3.3
938,188,9,2026,3.9
939,188,12,2026,4.2
940,188,13,2026,4.2
941,189,6,2026,5.3
942,189,1,2026,6.0
943,189,11,2026,6.2
944,189,12,2026,5.7
945,189,8,2026,6.1
946,190,11,2026,7.2
947,190,13,2026,8.6
948,190,8,2026,8.3
949,190,5,2026,8.8
950,190,2,2026,7.3
951,191,10,2026,5.8
952,191,7,2026,5.3
953,191,2,2026,6.1
954,191,3,2026,6.1
955,191,8,2026,6.7
956,192,4,2026,3.2
957,192,10,2026,4.0
958,192,2,2026,5.0
959,192,8,2026,2.1
960,192,1,2026,3.4
961,193,5,2026,9.4
962,193,13,2026,8.1
963,193,12,2026,9.0
964,193,4,2026,8.9
965,193,6,2026,8.0
966,194,9,2026,0.9
967,194,11,2026,3.7
968,194,8,2026,1.5
969,194,1,2026,3.3
970,194,2,2026,3.3
971,195,5,2026,8.2
972,195,3,2026,7.1
973,195,11,2026,7.3
974,195,6,2026,9.8
975,195,4,2026,9.9
976,196,8,2026,6.1
977,196,6,2026,5.5
978,196,4,2026,5.9
979,196,1,2026,6.6
980,196,3,2026,6.9
981,197,1,2026,7.0
982,197,4,2026,9.8
983,197,10,2026,7.9
984,197,7,2026,8.1
985,197,8,2026,7.4
986,198,13,2026,1.8
987,198,12,2026,3.5
988,198,5,2026,2.1
989,198,1,2026,2.5
990,198,6,2026,0.4
991,199,9,2026,6.9
992,199,8,2026,6.7
993,199,6,2026,6.7
994,199,5,2026,5.5
995,199,1,2026,6.8
996,200,9,2026,9.6
997,200,13,2026,8.7
998,200,3,2026,10.0
999,200,2,2026,7.7
1000,200,6,2026,8.1
1001,201,12,2026,6.9
1002,201,7,2026,5.5
1003,201,13,2026,5.1
1004,201,3,2026,5.8
1005,201,4,2026,5.9
1006,202,13,2026,8.8
1007,202,10,2026,7.4
1008,202,9,2026,8.7
1009,202,7,2026,8.7
1010,202,5,2026,8.5
1011,203,11,2026,0.9
1012,203,3,2026,2.6
1013,203,12,2026,0.9
1014,203,1,2026,4.8
1015,203,5,2026,2.8
1016,204,3,2026,7.2
1017,204,1,2026,8.4
1018,204,7,2026,9.8
1019,204,11,2026,8.8
1020,204,10,2026,7.5
1021,205,6,2026,8.8
1022,205,7,2026,9.2
1023,205,10,2026,9.4
1024,205,11,2026,9.2
1025,205,3,2026,7.7
1026,206,6,2026,6.0
1027,206,9,2026,6.4
1028,206,8,2026,5.9
1029,206,7,2026,5.4
1030,206,12,2026,6.8
1031,207,7,2026,7.8
1032,207,1,2026,7.5
1033,207,5,2026,8.6
1034,207,2,2026,9.6
1035,207,4,2026,7.8
1036,208,10,2026,6.2
1037,208,4,2026,6.5
1038,208,2,2026,7.0
1039,208,6,2026,6.2
1040,208,12,2026,5.3
1041,209,3,2026,6.8
1042,209,7,2026,5.6
1043,209,1,2026,5.1
1044,209,11,2026,7.0
1045,209,10,2026,6.4
1046,210,7,2026,3.7
1047,210,3,2026,3.3
1048,210,10,2026,4.3
1049,210,2,2026,4.4
1050,210,5,2026,3.7
1051,211,10,2026,5.0
1052,211,2,2026,6.0
1053,211,4,2026,6.1
1054,211,5,2026,5.6
1055,211,12,2026,6.8
1056,212,9,2026,5.9
1057,212,8,2026,5.7
1058,212,3,2026,6.3
1059,212,1,2026,5.6
1060,212,13,2026,6.5
1061,213,11,2026,5.7
1062,213,12,2026,6.9
1063,213,3,2026,6.3
1064,213,5,2026,5.1
1065,213,1,2026,5.4
1066,214,6,2026,10.0
