id_matricula_disciplina,id_estudante,id_disciplina,ano_letivo,media_geral
542,109,1,2026,6.8
543,109,4,2026,5.2
544,109,5,2026,5.8
545,109,3,2026,6.3
546,110,5,2026,7.8
547,110,9,2026,9.2
548,110,7,2026,8.1
549,110,8,2026,7.6
550,110,13,2026,7.8
551,111,13,2026,7.6
552,111,4,2026,9.9
553,111,6,2026,8.7
554,111,11,2026,7.7
555,111,8,2026,9.9
556,112,6,2026,3.7
557,112,5,2026,2.0
558,112,12,2026,0.1
559,112,2,2026,1.7
560,112,8,2026,3.7
561,113,6,2026,5.6
562,113,5,2026,5.7
563,113,9,2026,6.6
564,113,8,2026,6.0
565,113,12,2026,5.5
566,114,8,2026,5.5
567,114,5,2026,5.5
568,114,9,2026,5.3
569,114,6,2026,5.1
570,114,11,2026,5.4
571,115,2,2026,7.5
572,115,10,2026,7.5
573,115,5,2026,7.6
574,115,3,2026,8.1
575,115,1,2026,7.0
576,116,2,2026,7.8
577,116,13,2026,7.1
578,116,7,2026,9.7
579,116,10,2026,9.0
580,116,4,2026,8.8
581,117,13,2026,7.3
582,117,5,2026,7.5
583,117,6,2026,8.0
584,117,9,2026,8.1
585,117,7,2026,9.8
586,118,12,2026,9.3
587,118,6,2026,9.2
588,118,13,2026,9.5
589,118,4,2026,8.5
590,118,1,2026,8.0
591,119,5,2026,0.5
592,119,1,2026,2.6
593,119,10,2026,0.2
594,119,11,2026,2.1
595,119,8,2026,3.8
596,120,5,2026,9.3
597,120,10,2026,9.6
598,120,8,2026,8.9
599,120,6,2026,7.8
600,120,1,2026,9.1
601,121,1,2026,9.0
602,121,10,2026,7.7
603,121,13,2026,9.3
604,121,2,2026,7.9
605,121,7,2026,7.2
606,122,7,2026,0.5
607,122,10,2026,1.7
608,122,12,2026,2.6
609,122,3,2026,2.5
610,122,11,2026,4.3
611,123,1,2026,5.3
612,123,10,2026,6.3
613,123,11,2026,5.6
614,123,6,2026,5.6
615,123,3,2026,6.8
616,124,8,2026,5.3
617,124,2,2026,6.2
618,124,9,2026,7.0
619,124,3,2026,6.9
620,124,1,2026,5.5
621,125,10,2026,6.4
622,125,5,2026,5.2
623,125,12,2026,6.5
624,125,8,2026,5.4
625,125,4,2026,6.5
626,126,4,2026,5.4
627,126,6,2026,6.0
628,126,10,2026,6.9
629,126,7,2026,5.1
630,126,1,2026,6.3
631,127,1,2026,5.2
632,127,2,2026,5.7
633,127,8,2026,6.3
634,127,9,2026,5.4
635,127,12,2026,6.2
636,128,9,2026,6.7
637,128,13,2026,6.4
638,128,7,2026,5.1
639,128,6,2026,6.7
640,128,1,2026,7.0
641,129,9,2026,6.9
642,129,6,2026,6.4
643,129,10,2026,5.8
644,129,11,2026,6.6
645,129,7,2026,6.2
646,130,2,2026,7.1
647,130,5,2026,9.2
648,130,11,2026,8.6
649,130,3,2026,7.1
650,130,10,2026,7.3
651,131,2,2026,7.9
652,131,7,2026,8.8
653,131,5,2026,10.0
654,131,11,2026,9.1
655,131,3,2026,7.5
656,132,9,2026,8.7
657,132,11,2026,7.7
658,132,13,2026,8.4
659,132,3,2026,7.4
660,132,10,2026,8.6
661,133,8,2026,9.1
662,133,1,2026,8.9
663,133,13,2026,9.2
664,133,5,2026,7.4
665,133,4,2026,8.1
666,134,11,2026,6.4
667,134,13,2026,5.1
668,134,12,2026,6.8
669,134,1,2026,5.1
670,134,5,2026,5.9
671,135,11,2026,4.5
672,135,12,2026,1.1
673,135,10,2026,3.6
674,135,3,2026,3.7
675,135,7,2026,4.3
676,136,9,2026,9.6
677,136,11,2026,8.7
678,136,10,2026,8.0
679,136,5,2026,9.8
680,136,12,2026,7.4
681,137,3,2026,6.0
682,137,7,2026,5.9
683,137,5,2026,6.6
684,137,8,2026,6.8
685,137,2,2026,6.5
686,138,6,2026,5.2
687,138,5,2026,6.8
688,138,1,2026,5.4
689,138,9,2026,6.7
690,138,7,2026,5.8
691,139,11,2026,6.2
692,139,10,2026,6.4
693,139,2,2026,6.7
694,139,8,2026,6.4
695,139,9,2026,5.5
696,140,4,2026,6.6
697,140,5,2026,6.3
698,140,11,2026,6.7
699,140,12,2026,5.1
700,140,1,2026,5.1
701,141,7,2026,4.9
702,141,2,2026,3.1
703,141,4,2026,2.6
704,141,11,2026,4.0
705,141,8,2026,0.0
706,142,13,2026,10.0
707,142,2,2026,8.7
708,142,1,2026,9.2
709,142,6,2026,8.2
710,142,12,2026,7.5
711,143,10,2026,3.7
712,143,11,2026,3.3
713,143,7,2026,1.2
714,143,13,2026,0.1
715,143,2,2026,4.6
716,144,8,2026,5.8
717,144,11,2026,6.9
718,144,12,2026,7.0
719,144,3,2026,5.7
720,144,4,2026,7.0
721,145,8,2026,7.5
722,145,12,2026,8.9
723,145,9,2026,8.5
724,145,3,2026,9.8
725,145,10,2026,9.3
726,146,4,2026,8.5
727,146,2,2026,9.7
728,146,8,2026,8.7
729,146,10,2026,8.6
730,146,5,2026,8.0
731,147,8,2026,5.3
732,147,5,2026,5.9
733,147,2,2026,5.0
734,147,3,2026,5.8
735,147,13,2026,6.8
736,148,9,2026,7.6
737,148,8,2026,9.6
738,148,6,2026,7.1
739,148,1,2026,7.0
740,148,3,2026,9.9
741,149,6,2026,8.7
742,149,9,2026,7.1
743,149,1,2026,7.8
744,149,7,2026,8.9
745,149,2,2026,9.0
746,150,4,2026,7.3
747,150,6,2026,9.4
748,150,1,2026,7.9
749,150,9,2026,8.8
750,150,5,2026,8.6
751,151,5,2026,5.9
752,151,1,2026,6.3
753,151,11,2026,5.3
754,151,2,2026,5.2
755,151,13,2026,6.5
756,152,8,2026,5.4
757,152,9,2026,6.4
758,152,1,2026,6.4
759,152,4,2026,6.6
760,152,12,2026,5.0
761,153,10,2026,8.7
762,153,11,2026,8.5
763,153,1,2026,8.6
764,153,7,2026,8.4
765,153,13,2026,8.0
766,154,10,2026,7.8
767,154,3,2026,8.4
768,154,9,2026,7.1
769,154,1,2026,7.7
770,154,7,2026,8.2
771,155,9,2026,6.8
772,155,2,2026,6.4
773,155,6,2026,6.9
774,155,4,2026,5.7
775,155,3,2026,6.6
776,156,13,2026,2.1
777,156,10,2026,1.5
778,156,1,2026,3.2
779,156,3,2026,2.0
780,156,8,2026,3.0
781,157,5,2026,3.7
782,157,4,2026,1.8
783,157,13,2026,3.7
784,157,8,2026,0.1
785,157,7,2026,4.4
786,158,2,2026,6.1
787,158,5,2026,6.3
788,158,10,2026,6.9
789,158,3,2026,5.6
790,158,7,2026,7.0
791,159,11,2026,6.0
792,159,2,2026,5.8
793,159,9,2026,5.0
794,159,8,2026,6.1
795,159,10,2026,6.3
796,160,12,2026,8.9
797,160,8,2026,9.8
798,160,13,2026,7.8
799,160,6,2026,8.1
800,160,1,2026,9.5
801,161,3,2026,8.6
802,161,11,2026,9.3
803,161,2,2026,9.5
804,161,13,2026,9.8
805,161,10,2026,10.0
806,162,5,2026,6.7
807,162,10,2026,5.8
808,162,7,2026,6.4
809,162,9,2026,5.9
810,162,1,2026,6.8
811,163,5,2026,1.3
812,163,9,2026,4.4
813,163,8,2026,4.9
814,163,12,2026,0.3
815,163,13,2026,4.2
816,164,8,2026,7.9
817,164,7,2026,8.9
818,164,11,2026,7.1
819,164,12,2026,8.0
820,164,9,2026,9.8
821,165,10,2026,6.2
822,165,8,2026,5.4
823,165,7,2026,5.4
824,165,12,2026,6.2
825,165,3,2026,5.4
826,166,7,2026,0.5
827,166,9,2026,3.0
828,166,8,2026,1.6
829,166,11,2026,3.8
830,166,4,2026,4.8
831,167,1,2026,6.9
832,167,9,2026,5.2
833,167,3,2026,6.6
834,167,13,2026,6.5
835,167,8,2026,6.9
836,168,4,2026,7.8
837,168,2,2026,9.8
838,168,3,2026,9.1
839,168,10,2026,9.9
840,168,8,2026,8.2
841,169,13,2026,9.0
842,169,6,2026,8.6
843,169,5,2026,7.6
844,169,8,2026,9.2
845,169,11,2026,7.2
846,170,13,2026,7.4
847,170,1,2026,8.2
848,170,10,2026,8.7
849,170,9,2026,9.9
850,170,7,2026,9.2
851,171,3,2026,9.9
852,171,4,2026,8.2
853,171,11,2026,9.7
854,171,6,2026,9.9
855,171,13,2026,8.1
856,172,10,2026,2.2
857,172,4,2026,4.4
858,172,2,2026,4.2
859,172,6,2026,1.5
860,172,12,2026,2.0
861,173,11,2026,7.1
862,173,7,2026,7.6
863,173,3,2026,9.1
864,173,4,2026,9.3
865,173,9,2026,7.3
866,174,3,2026,6.2
867,174,10,2026,6.2
868,174,13,2026,5.4
869,174,7,2026,5.6
870,174,5,2026,6.3
871,175,2,2026,9.4
872,175,12,2026,7.5
873,175,11,2026,9.7
874,175,10,2026,9.0
875,175,5,2026,8.0
876,176,3,2026,2.8
877,176,7,2026,3.6
878,176,11,2026,0.9
879,176,13,2026,2.0
880,176,2,2026,2.3
881,177,1,2026,8.1
882,177,5,2026,7.6
883,177,8,2026,8.8
884,177,4,2026,9.1
885,177,6,2026,9.3
886,178,3,2026,7.1
887,178,5,2026,7.6
888,178,12,2026,8.0
889,178,6,2026,8.4
890,178,13,2026,7.5
891,179,12,2026,8.3
892,179,8,2026,8.2
893,179,6,2026,9.3
894,179,9,2026,7.3
895,179,7,2026,9.2
896,180,1,2026,5.5
897,180,11,2026,6.4
898,180,7,2026,6.0
899,180,12,2026,5.3
900,180,5,2026,5.3
901,181,5,2026,2.9
902,181,2,2026,2.2
903,181,9,2026,2.8
904,181,4,2026,1.5
905,181,12,2026,2.1
906,182,7,2026,3.0
907,182,1,2026,3.3
908,182,2,2026,1.5
909,182,13,2026,0.3
910,182,5,2026,1.3
911,183,5,2026,6.5
912,183,3,2026,5.9
913,183,12,2026,6.6
914,183,10,2026,5.1
915,183,9,2026,5.6
916,184,5,2026,5.8
917,184,13,2026,5.8
918,184,9,2026,6.8
919,184,11,2026,5.2
920,184,1,2026,6.7
921,185,13,2026,6.7
922,185,2,2026,5.6
923,185,7,2026,5.2
924,185,9,2026,5.3
925,185,10,2026,5.1
926,186,7,2026,1.3
927,186,2,2026,1.2
928,186,5,2026,2.7
929,186,3,2026,3.8
930,186,1,2026,3.8
931,187,9,2026,4.1
932,187,12,2026,2.6
933,187,5,2026,3.3
934,187,3,2026,4.9
935,187,2,2026,2.9
936,188,3,2026,6.0
937,188,13,2026,6.7
938,188,2,2026,5.7
939,188,6,2026,6.8
940,188,7,2026,5.3
941,189,13,2026,7.2
942,189,2,2026,9.0
943,189,7,2026,8.0
944,189,1,2026,7.7
945,189,10,2026,8.4
946,190,12,2026,9.9
947,190,5,2026,9.5
948,190,6,2026,8.3
949,190,1,2026,9.5
950,190,7,2026,8.4
951,191,7,2026,9.8
952,191,5,2026,7.7
953,191,1,2026,8.8
954,191,13,2026,7.5
955,191,6,2026,7.9
956,192,7,2026,6.9
957,192,12,2026,5.3
958,192,8,2026,6.2
959,192,9,2026,7.0
960,192,6,2026,5.5
961,193,7,2026,7.0
962,193,11,2026,6.9
963,193,6,2026,5.1
964,193,9,2026,6.5
965,193,10,2026,5.4
966,194,8,2026,8.3
967,194,4,2026,9.6
968,194,5,2026,9.8
969,194,13,2026,9.4
970,194,1,2026,9.3
971,195,8,2026,7.1
972,195,4,2026,7.3
973,195,1,2026,9.0
974,195,11,2026,8.7
975,195,9,2026,9.4
976,196,5,2026,8.2
977,196,12,2026,9.3
978,196,8,2026,7.2
979,196,2,2026,8.4
980,196,6,2026,9.4
981,197,7,2026,0.5
982,197,3,2026,2.2
983,197,12,2026,3.3
984,197,11,2026,2.2
985,197,13,2026,1.1
986,198,4,2026,7.6
987,198,5,2026,9.5
988,198,12,2026,7.7
989,198,9,2026,9.3
990,198,2,2026,7.8
991,199,8,2026,1.0
992,199,3,2026,0.5
993,199,1,2026,3.0
994,199,12,2026,1.6
995,199,7,2026,4.4
996,200,11,2026,6.1
997,200,13,2026,6.0
998,200,7,2026,5.9
999,200,12,2026,5.1
1000,200,3,2026,6.7
1001,201,12,2026,6.3
1002,201,5,2026,5.3
1003,201,8,2026,6.3
1004,201,11,2026,5.6
1005,201,6,2026,6.2
1006,202,11,2026,8.5
1007,202,8,2026,8.0
1008,202,13,2026,9.5
1009,202,2,2026,8.2
1010,202,10,2026,8.9
1011,203,6,2026,9.9
1012,203,4,2026,10.0
1013,203,9,2026,7.9
1014,203,8,2026,9.0
1015,203,12,2026,7.8
1016,204,10,2026,7.9
1017,204,3,2026,7.2
1018,204,13,2026,9.2
1019,204,2,2026,9.1
1020,204,1,2026,7.1
1021,205,11,2026,6.9
1022,205,5,2026,5.2
1023,205,2,2026,6.7
1024,205,7,2026,6.4
1025,205,3,2026,6.8
1026,206,9,2026,6.3
1027,206,1,2026,5.3
1028,206,12,2026,5.1
1029,206,13,2026,5.5
1030,206,10,2026,6.3
1031,207,8,2026,5.3
1032,207,6,2026,6.6
1033,207,12,2026,5.8
1034,207,11,2026,5.5
1035,207,10,2026,6.5
1036,208,2,2026,4.5
1037,208,5,2026,1.7
1038,208,7,2026,1.3
1039,208,8,2026,2.5
1040,208,9,2026,4.3
1041,209,8,2026,0.4
1042,209,6,2026,4.3
1043,209,9,2026,1.8
1044,209,5,2026,0.5
1045,209,4,2026,2.8
1046,210,3,2026,5.2
1047,210,10,2026,5.8
1048,210,13,2026,6.3
1049,210,9,2026,6.9
1050,210,1,2026,6.1
1051,211,3,2026,6.6
1052,211,6,2026,5.3
1053,211,5,2026,5.6
1054,211,4,2026,6.6
1055,211,1,2026,5.7
1056,212,2,2026,8.7
1057,212,12,2026,7.1
1058,212,13,2026,9.7
1059,212,8,2026,9.2
1060,212,5,2026,8.9
1061,213,2,2026,5.2
1062,213,4,2026,6.6
1063,213,11,2026,6.1
1064,213,10,2026,5.5
1065,213,13,2026,6.4
1066,214,12,2026,4.8
