id_matricula_disciplina,faltas_totais,frequencia,situacao_final
140,0,1.0,APROVADO
141,2,0.97,APROVADO
142,4,0.93,APROVADO
143,4,0.93,REPROVADO
144,0,1.0,APROVADO
145,5,0.92,APROVADO
146,29,0.52,REPROVADO
147,4,0.93,REPROVADO
148,3,0.95,APROVADO
149,23,0.62,REPROVADO
150,3,0.95,APROVADO
151,5,0.92,APROVADO
152,3,0.95,APROVADO
153,9,0.85,APROVADO
154,9,0.85,APROVADO
155,6,0.9,REPROVADO
156,15,0.75,APROVADO
157,1,0.98,APROVADO
158,0,1.0,APROVADO
159,16,0.73,REPROVADO
160,26,0.57,REPROVADO
161,0,1.0,APROVADO
162,7,0.88,REPROVADO
163,2,0.97,APROVADO
164,1,0.98,APROVADO
165,1,0.98,APROVADO
166,0,1.0,APROVADO
167,14,0.77,APROVADO
168,3,0.95,APROVADO
169,1,0.98,APROVADO
170,32,0.47,REPROVADO
171,22,0.63,REPROVADO
172,0,1.0,APROVADO
173,0,1.0,APROVADO
174,33,0.45,REPROVADO
175,2,0.97,APROVADO
176,5,0.92,APROVADO
177,3,0.95,APROVADO
178,2,0.97,APROVADO
179,1,0.98,APROVADO
180,8,0.87,APROVADO
181,4,0.93,APROVADO
182,3,0.95,REPROVADO
183,5,0.92,APROVADO
184,13,0.78,APROVADO
185,9,0.85,APROVADO
186,0,1.0,REPROVADO
187,5,0.92,APROVADO
188,0,1.0,APROVADO
189,1,0.98,APROVADO
190,11,0.82,APROVADO
191,0,1.0,APROVADO
192,4,0.93,APROVADO
193,9,0.85,APROVADO
194,7,0.88,REPROVADO
195,3,0.95,APROVADO
196,6,0.9,APROVADO
197,30,0.5,REPROVADO
198,11,0.82,APROVADO
199,11,0.82,APROVADO
200,40,0.33,REPROVADO
201,10,0.83,APROVADO
202,8,0.87,APROVADO
203,8,0.87,APROVADO
204,5,0.92,APROVADO
205,4,0.93,APROVADO
206,13,0.78,APROVADO
207,1,0.98,APROVADO
208,23,0.62,REPROVADO
209,12,0.8,APROVADO
210,2,0.97,APROVADO
211,15,0.75,APROVADO
212,0,1.0,APROVADO
213,11,0.82,APROVADO
214,2,0.97,APROVADO
215,11,0.82,APROVADO
216,1,0.98,APROVADO
217,12,0.8,APROVADO
218,15,0.75,APROVADO
219,0,1.0,APROVADO
220,2,0.97,APROVADO
221,39,0.35,REPROVADO
222,0,1.0,APROVADO
223,13,0.78,APROVADO
224,3,0.95,APROVADO
225,15,0.75,APROVADO
226,0,1.0,APROVADO
227,4,0.93,APROVADO
228,13,0.78,APROVADO
229,14,0.77,APROVADO
230,4,0.93,APROVADO
231,13,0.78,APROVADO
232,5,0.92,APROVADO
233,27,0.55,REPROVADO
234,3,0.95,REPROVADO
235,14,0.77,APROVADO
236,10,0.83,APROVADO
237,3,0.95,APROVADO
238,0,1.0,APROVADO
239,1,0.98,APROVADO
240,1,0.98,REPROVADO
241,9,0.85,APROVADO
242,3,0.95,REPROVADO
243,13,0.78,APROVADO
244,14,0.77,APROVADO
245,2,0.97,APROVADO
246,14,0.77,APROVADO
247,5,0.92,APROVADO
248,9,0.85,APROVADO
249,29,0.52,REPROVADO
250,0,1.0,APROVADO
251,10,0.83,APROVADO
252,3,0.95,APROVADO
253,2,0.97,APROVADO
254,8,0.87,APROVADO
255,32,0.47,REPROVADO
256,2,0.97,APROVADO
257,4,0.93,REPROVADO
258,40,0.33,REPROVADO
259,13,0.78,APROVADO
260,30,0.5,REPROVADO
261,2,0.97,APROVADO
262,4,0.93,APROVADO
263,1,0.98,APROVADO
264,3,0.95,APROVADO
265,5,0.92,APROVADO
266,10,0.83,REPROVADO
267,4,0.93,APROVADO
268,5,0.92,REPROVADO
269,31,0.48,REPROVADO
270,1,0.98,APROVADO
271,9,0.85,REPROVADO
272,0,1.0,APROVADO
273,1,0.98,APROVADO
274,10,0.83,APROVADO
275,8,0.87,REPROVADO
276,11,0.82,APROVADO
277,1,0.98,REPROVADO
278,8,0.87,APROVADO
279,11,0.82,APROVADO
280,4,0.93,APROVADO
281,13,0.78,APROVADO
282,7,0.88,APROVADO
283,10,0.83,APROVADO
284,7,0.88,APROVADO
285,20,0.67,REPROVADO
286,3,0.95,APROVADO
287,37,0.38,REPROVADO
288,6,0.9,APROVADO
289,3,0.95,APROVADO
290,1,0.98,APROVADO
291,5,0.92,APROVADO
292,4,0.93,APROVADO
293,5,0.92,APROVADO
294,5,0.92,APROVADO
295,7,0.88,APROVADO
296,5,0.92,APROVADO
297,12,0.8,APROVADO
298,1,0.98,APROVADO
299,8,0.87,APROVADO
300,21,0.65,REPROVADO
301,3,0.95,APROVADO
302,6,0.9,APROVADO
303,0,1.0,APROVADO
304,2,0.97,APROVADO
305,8,0.87,APROVADO
306,39,0.35,REPROVADO
307,4,0.93,APROVADO
308,0,1.0,APROVADO
309,1,0.98,APROVADO
310,9,0.85,REPROVADO
311,15,0.75,REPROVADO
312,15,0.75,APROVADO
313,8,0.87,APROVADO
314,12,0.8,APROVADO
315,2,0.97,APROVADO
316,5,0.92,APROVADO
317,2,0.97,APROVADO
318,6,0.9,APROVADO
319,5,0.92,APROVADO
320,3,0.95,APROVADO
321,13,0.78,APROVADO
322,0,1.0,APROVADO
323,4,0.93,APROVADO
324,13,0.78,APROVADO
325,8,0.87,APROVADO
326,5,0.92,APROVADO
327,3,0.95,APROVADO
328,5,0.92,APROVADO
329,2,0.97,APROVADO
330,8,0.87,APROVADO
331,9,0.85,APROVADO
332,2,0.97,APROVADO
333,2,0.97,APROVADO
334,11,0.82,APROVADO
335,5,0.92,APROVADO
336,9,0.85,APROVADO
337,15,0.75,APROVADO
338,12,0.8,APROVADO
339,6,0.9,REPROVADO
340,11,0.82,APROVADO
341,3,0.95,APROVADO
342,4,0.93,APROVADO
343,10,0.83,APROVADO
344,11,0.82,APROVADO
345,1,0.98,REPROVADO
346,17,0.72,REPROVADO
347,3,0.95,APROVADO
348,10,0.83,APROVADO
349,3,0.95,APROVADO
350,11,0.82,APROVADO
351,4,0.93,APROVADO
352,10,0.83,APROVADO
353,11,0.82,APROVADO
354,3,0.95,APROVADO
355,6,0.9,APROVADO
356,2,0.97,APROVADO
357,2,0.97,APROVADO
358,5,0.92,APROVADO
359,2,0.97,APROVADO
360,5,0.92,APROVADO
361,4,0.93,REPROVADO
362,15,0.75,APROVADO
363,2,0.97,APROVADO
364,2,0.97,APROVADO
365,10,0.83,APROVADO
366,1,0.98,APROVADO
367,11,0.82,APROVADO
368,6,0.9,APROVADO
369,15,0.75,APROVADO
370,4,0.93,APROVADO
371,2,0.97,APROVADO
372,15,0.75,APROVADO
373,0,1.0,APROVADO
374,3,0.95,APROVADO
375,1,0.98,APROVADO
376,0,1.0,APROVADO
377,10,0.83,APROVADO
378,2,0.97,APROVADO
379,5,0.92,APROVADO
380,1,0.98,APROVADO
381,1,0.98,APROVADO
382,15,0.75,APROVADO
383,4,0.93,APROVADO
384,24,0.6,REPROVADO
385,5,0.92,APROVADO
386,5,0.92,APROVADO
387,0,1.0,APROVADO
388,10,0.83,APROVADO
389,0,1.0,APROVADO
390,24,0.6,REPROVADO
391,28,0.53,REPROVADO
392,1,0.98,APROVADO
393,10,0.83,APROVADO
394,1,0.98,APROVADO
395,11,0.82,APROVADO
396,8,0.87,APROVADO
397,11,0.82,REPROVADO
398,1,0.98,APROVADO
399,0,1.0,APROVADO
400,4,0.93,APROVADO
401,5,0.92,REPROVADO
402,7,0.88,APROVADO
403,2,0.97,REPROVADO
404,4,0.93,APROVADO
405,18,0.7,REPROVADO
406,3,0.95,REPROVADO
407,16,0.73,REPROVADO
408,1,0.98,APROVADO
409,23,0.62,REPROVADO
410,1,0.98,APROVADO
411,4,0.93,APROVADO
412,3,0.95,APROVADO
413,0,1.0,REPROVADO
414,8,0.87,APROVADO
415,3,0.95,APROVADO
416,10,0.83,APROVADO
417,0,1.0,APROVADO
418,15,0.75,APROVADO
419,10,0.83,APROVADO
420,5,0.92,APROVADO
421,32,0.47,REPROVADO
422,1,0.98,APROVADO
423,38,0.37,REPROVADO
424,4,0.93,APROVADO
425,4,0.93,APROVADO
426,25,0.58,REPROVADO
427,4,0.93,APROVADO
428,12,0.8,APROVADO
429,0,1.0,APROVADO
430,5,0.92,REPROVADO
431,39,0.35,REPROVADO
432,0,1.0,APROVADO
433,5,0.92,APROVADO
434,11,0.82,APROVADO
435,0,1.0,REPROVADO
436,2,0.97,APROVADO
437,1,0.98,APROVADO
438,5,0.92,APROVADO
439,2,0.97,APROVADO
440,3,0.95,REPROVADO
441,12,0.8,APROVADO
442,5,0.92,APROVADO
443,24,0.6,REPROVADO
444,5,0.92,APROVADO
445,10,0.83,APROVADO
446,9,0.85,APROVADO
447,2,0.97,APROVADO
448,5,0.92,APROVADO
449,2,0.97,APROVADO
450,3,0.95,APROVADO
451,7,0.88,APROVADO
452,6,0.9,APROVADO
453,0,1.0,APROVADO
454,13,0.78,APROVADO
455,1,0.98,APROVADO
456,5,0.92,APROVADO
457,5,0.92,APROVADO
458,14,0.77,APROVADO
459,8,0.87,APROVADO
460,13,0.78,APROVADO
461,13,0.78,REPROVADO
462,8,0.87,APROVADO
463,14,0.77,APROVADO
464,1,0.98,APROVADO
465,4,0.93,APROVADO
466,14,0.77,APROVADO
467,23,0.62,REPROVADO
468,5,0.92,APROVADO
469,3,0.95,APROVADO
470,2,0.97,APROVADO
471,0,1.0,APROVADO
472,22,0.63,REPROVADO
473,5,0.92,APROVADO
474,4,0.93,APROVADO
475,2,0.97,REPROVADO
476,3,0.95,APROVADO
477,0,1.0,APROVADO
478,2,0.97,APROVADO
479,14,0.77,APROVADO
480,4,0.93,APROVADO
481,11,0.82,APROVADO
482,3,0.95,APROVADO
483,4,0.93,APROVADO
484,4,0.93,APROVADO
485,0,1.0,APROVADO
486,3,0.95,APROVADO
487,4,0.93,APROVADO
488,2,0.97,APROVADO
489,4,0.93,APROVADO
490,15,0.75,APROVADO
491,4,0.93,APROVADO
492,3,0.95,APROVADO
493,3,0.95,APROVADO
494,2,0.97,APROVADO
495,2,0.97,APROVADO
496,15,0.75,APROVADO
497,10,0.83,APROVADO
498,1,0.98,APROVADO
499,0,1.0,REPROVADO
500,3,0.95,APROVADO
501,11,0.82,REPROVADO
502,5,0.92,APROVADO
503,9,0.85,APROVADO
504,4,0.93,APROVADO
505,0,1.0,APROVADO
506,1,0.98,APROVADO
507,5,0.92,APROVADO
508,14,0.77,APROVADO
509,10,0.83,APROVADO
510,6,0.9,APROVADO
511,23,0.62,REPROVADO
512,8,0.87,APROVADO
513,1,0.98,APROVADO
514,10,0.83,APROVADO
515,9,0.85,APROVADO
516,14,0.77,APROVADO
517,0,1.0,APROVADO
518,13,0.78,APROVADO
519,3,0.95,APROVADO
520,10,0.83,APROVADO
521,2,0.97,APROVADO
522,1,0.98,APROVADO
523,9,0.85,APROVADO
524,2,0.97,APROVADO
525,0,1.0,APROVADO
526,11,0.82,APROVADO
527,17,0.72,REPROVADO
528,5,0.92,APROVADO
529,16,0.73,REPROVADO
530,21,0.65,REPROVADO
531,33,0.45,REPROVADO
532,5,0.92,APROVADO
533,15,0.75,APROVADO
534,4,0.93,APROVADO
535,1,0.98,APROVADO
536,0,1.0,APROVADO
537,2,0.97,REPROVADO
538,6,0.9,APROVADO
539,4,0.93,APROVADO
540,4,0.93,REPROVADO
541,9,0.85,APROVADO
542,3,0.95,APROVADO
543,3,0.95,REPROVADO
544,10,0.83,APROVADO
545,2,0.97,APROVADO
546,5,0.92,APROVADO
547,14,0.77,APROVADO
548,2,0.97,APROVADO
549,14,0.77,APROVADO
550,11,0.82,APROVADO
551,2,0.97,APROVADO
552,14,0.77,REPROVADO
553,3,0.95,APROVADO
554,5,0.92,APROVADO
555,5,0.92,APROVADO
556,3,0.95,APROVADO
557,32,0.47,REPROVADO
558,24,0.6,REPROVADO
559,1,0.98,APROVADO
560,2,0.97,APROVADO
561,4,0.93,APROVADO
562,2,0.97,APROVADO
563,8,0.87,APROVADO
564,5,0.92,APROVADO
565,36,0.4,REPROVADO
566,5,0.92,APROVADO
567,5,0.92,APROVADO
568,11,0.82,APROVADO
569,0,1.0,APROVADO
570,27,0.55,REPROVADO
571,4,0.93,APROVADO
572,3,0.95,APROVADO
573,0,1.0,APROVADO
574,2,0.97,APROVADO
575,4,0.93,APROVADO
576,2,0.97,REPROVADO
577,5,0.92,APROVADO
578,3,0.95,APROVADO
579,4,0.93,APROVADO
580,12,0.8,REPROVADO
581,8,0.87,APROVADO
582,15,0.75,APROVADO
583,8,0.87,REPROVADO
584,4,0.93,REPROVADO
585,15,0.75,APROVADO
586,4,0.93,APROVADO
587,2,0.97,APROVADO
588,1,0.98,REPROVADO
589,15,0.75,APROVADO
590,37,0.38,REPROVADO
591,1,0.98,APROVADO
592,4,0.93,APROVADO
593,3,0.95,APROVADO
594,2,0.97,APROVADO
595,13,0.78,APROVADO
596,5,0.92,APROVADO
597,7,0.88,APROVADO
598,1,0.98,APROVADO
599,2,0.97,APROVADO
600,12,0.8,APROVADO
601,0,1.0,APROVADO
602,0,1.0,APROVADO
603,12,0.8,APROVADO
604,1,0.98,REPROVADO
605,30,0.5,REPROVADO
606,5,0.92,APROVADO
607,9,0.85,APROVADO
608,9,0.85,APROVADO
609,15,0.75,APROVADO
610,1,0.98,APROVADO
611,5,0.92,APROVADO
612,3,0.95,APROVADO
613,8,0.87,APROVADO
614,8,0.87,APROVADO
615,2,0.97,APROVADO
616,4,0.93,APROVADO
617,9,0.85,APROVADO
618,0,1.0,APROVADO
619,15,0.75,APROVADO
620,1,0.98,REPROVADO
621,2,0.97,APROVADO
622,14,0.77,APROVADO
623,0,1.0,APROVADO
624,2,0.97,APROVADO
625,16,0.73,REPROVADO
626,5,0.92,APROVADO
627,5,0.92,APROVADO
628,4,0.93,APROVADO
629,2,0.97,REPROVADO
630,5,0.92,APROVADO
631,3,0.95,APROVADO
632,11,0.82,REPROVADO
633,14,0.77,APROVADO
634,1,0.98,APROVADO
635,6,0.9,APROVADO
636,2,0.97,REPROVADO
637,1,0.98,APROVADO
638,14,0.77,APROVADO
639,4,0.93,APROVADO
640,2,0.97,APROVADO
641,5,0.92,APROVADO
642,21,0.65,REPROVADO
643,2,0.97,REPROVADO
644,14,0.77,APROVADO
645,0,1.0,REPROVADO
646,7,0.88,APROVADO
647,5,0.92,APROVADO
648,2,0.97,APROVADO
649,10,0.83,APROVADO
650,9,0.85,APROVADO
651,13,0.78,APROVADO
652,13,0.78,APROVADO
653,9,0.85,APROVADO
654,5,0.92,REPROVADO
655,3,0.95,APROVADO
656,0,1.0,APROVADO
657,1,0.98,APROVADO
658,12,0.8,APROVADO
659,5,0.92,APROVADO
660,4,0.93,APROVADO
661,1,0.98,APROVADO
662,12,0.8,REPROVADO
663,9,0.85,APROVADO
664,2,0.97,APROVADO
665,4,0.93,APROVADO
666,8,0.87,APROVADO
667,5,0.92,APROVADO
668,15,0.75,APROVADO
669,14,0.77,APROVADO
670,10,0.83,APROVADO
671,2,0.97,APROVADO
672,0,1.0,APROVADO
673,0,1.0,APROVADO
674,9,0.85,APROVADO
675,1,0.98,APROVADO
676,12,0.8,APROVADO
677,13,0.78,APROVADO
678,10,0.83,APROVADO
679,5,0.92,APROVADO
680,1,0.98,APROVADO
681,1,0.98,APROVADO
682,2,0.97,APROVADO
683,4,0.93,APROVADO
684,4,0.93,APROVADO
685,1,0.98,REPROVADO
686,3,0.95,APROVADO
687,4,0.93,APROVADO
688,40,0.33,REPROVADO
689,0,1.0,APROVADO
690,8,0.87,APROVADO
691,0,1.0,APROVADO
692,6,0.9,REPROVADO
693,5,0.92,APROVADO
694,5,0.92,APROVADO
695,13,0.78,APROVADO
696,7,0.88,APROVADO
697,26,0.57,REPROVADO
698,4,0.93,APROVADO
699,4,0.93,REPROVADO
700,5,0.92,APROVADO
701,13,0.78,REPROVADO
702,14,0.77,APROVADO
703,14,0.77,APROVADO
704,32,0.47,REPROVADO
705,11,0.82,APROVADO
706,3,0.95,APROVADO
707,11,0.82,APROVADO
708,3,0.95,APROVADO
709,9,0.85,APROVADO
710,15,0.75,APROVADO
711,5,0.92,APROVADO
712,0,1.0,APROVADO
713,2,0.97,APROVADO
714,22,0.63,REPROVADO
715,2,0.97,APROVADO
716,18,0.7,REPROVADO
717,3,0.95,APROVADO
718,1,0.98,APROVADO
719,14,0.77,APROVADO
720,2,0.97,APROVADO
721,8,0.87,APROVADO
722,13,0.78,APROVADO
723,37,0.38,REPROVADO
724,4,0.93,APROVADO
725,4,0.93,APROVADO
726,10,0.83,APROVADO
727,3,0.95,APROVADO
728,2,0.97,APROVADO
729,0,1.0,APROVADO
730,2,0.97,APROVADO
731,0,1.0,APROVADO
732,4,0.93,APROVADO
733,4,0.93,APROVADO
734,2,0.97,APROVADO
735,4,0.93,APROVADO
736,35,0.42,REPROVADO
737,34,0.43,REPROVADO
738,5,0.92,APROVADO
739,2,0.97,APROVADO
740,15,0.75,REPROVADO
741,25,0.58,REPROVADO
742,3,0.95,APROVADO
743,8,0.87,APROVADO
744,4,0.93,APROVADO
745,1,0.98,APROVADO
746,3,0.95,APROVADO
747,14,0.77,APROVADO
748,2,0.97,APROVADO
749,4,0.93,REPROVADO
750,5,0.92,APROVADO
751,5,0.92,APROVADO
752,0,1.0,REPROVADO
753,12,0.8,APROVADO
754,1,0.98,APROVADO
755,4,0.93,APROVADO
756,4,0.93,APROVADO
757,4,0.93,APROVADO
758,3,0.95,APROVADO
759,0,1.0,APROVADO
760,4,0.93,APROVADO
761,3,0.95,APROVADO
762,3,0.95,APROVADO
763,9,0.85,APROVADO
764,1,0.98,APROVADO
765,5,0.92,APROVADO
766,2,0.97,APROVADO
767,4,0.93,APROVADO
768,5,0.92,APROVADO
769,3,0.95,APROVADO
770,0,1.0,APROVADO
771,6,0.9,APROVADO
772,15,0.75,APROVADO
773,3,0.95,APROVADO
774,1,0.98,APROVADO
775,2,0.97,APROVADO
776,19,0.68,REPROVADO
777,0,1.0,APROVADO
778,0,1.0,REPROVADO
779,15,0.75,APROVADO
780,11,0.82,APROVADO
781,2,0.97,APROVADO
782,3,0.95,APROVADO
783,1,0.98,APROVADO
784,14,0.77,APROVADO
785,0,1.0,APROVADO
786,5,0.92,APROVADO
787,13,0.78,APROVADO
788,1,0.98,APROVADO
789,1,0.98,APROVADO
790,3,0.95,APROVADO
791,11,0.82,APROVADO
792,0,1.0,APROVADO
793,18,0.7,REPROVADO
794,4,0.93,APROVADO
795,12,0.8,APROVADO
796,12,0.8,APROVADO
797,8,0.87,APROVADO
798,12,0.8,APROVADO
799,15,0.75,APROVADO
800,0,1.0,APROVADO
801,1,0.98,APROVADO
802,1,0.98,APROVADO
803,4,0.93,APROVADO
804,6,0.9,APROVADO
805,0,1.0,APROVADO
806,9,0.85,APROVADO
807,7,0.88,APROVADO
808,14,0.77,APROVADO
809,11,0.82,APROVADO
810,3,0.95,APROVADO
811,3,0.95,APROVADO
812,2,0.97,APROVADO
813,7,0.88,REPROVADO
814,4,0.93,APROVADO
815,14,0.77,APROVADO
816,5,0.92,APROVADO
817,0,1.0,APROVADO
818,5,0.92,APROVADO
819,13,0.78,APROVADO
820,0,1.0,APROVADO
821,1,0.98,APROVADO
822,3,0.95,APROVADO
823,2,0.97,APROVADO
824,2,0.97,APROVADO
825,8,0.87,APROVADO
826,2,0.97,REPROVADO
827,2,0.97,APROVADO
828,1,0.98,APROVADO
829,4,0.93,APROVADO
830,2,0.97,APROVADO
831,11,0.82,APROVADO
832,9,0.85,APROVADO
833,13,0.78,REPROVADO
834,15,0.75,APROVADO
835,1,0.98,APROVADO
836,4,0.93,APROVADO
837,4,0.93,APROVADO
838,5,0.92,APROVADO
839,0,1.0,APROVADO
840,4,0.93,APROVADO
841,1,0.98,APROVADO
842,11,0.82,APROVADO
843,2,0.97,REPROVADO
844,12,0.8,APROVADO
845,3,0.95,APROVADO
846,6,0.9,APROVADO
847,2,0.97,APROVADO
848,5,0.92,APROVADO
849,10,0.83,APROVADO
850,3,0.95,APROVADO
851,3,0.95,APROVADO
852,0,1.0,REPROVADO
853,6,0.9,APROVADO
854,1,0.98,APROVADO
855,8,0.87,APROVADO
856,14,0.77,APROVADO
857,39,0.35,REPROVADO
858,5,0.92,APROVADO
859,1,0.98,APROVADO
860,5,0.92,APROVADO
861,0,1.0,APROVADO
862,2,0.97,APROVADO
863,13,0.78,APROVADO
864,12,0.8,APROVADO
865,3,0.95,APROVADO
866,5,0.92,APROVADO
867,4,0.93,APROVADO
868,2,0.97,APROVADO
869,0,1.0,REPROVADO
870,1,0.98,APROVADO
871,34,0.43,REPROVADO
872,12,0.8,REPROVADO
873,11,0.82,APROVADO
874,3,0.95,APROVADO
875,5,0.92,APROVADO
876,2,0.97,APROVADO
877,1,0.98,APROVADO
878,7,0.88,APROVADO
879,13,0.78,APROVADO
880,2,0.97,APROVADO
881,15,0.75,APROVADO
882,2,0.97,APROVADO
883,1,0.98,APROVADO
884,12,0.8,APROVADO
885,8,0.87,APROVADO
886,5,0.92,REPROVADO
887,6,0.9,APROVADO
888,5,0.92,APROVADO
889,28,0.53,REPROVADO
890,12,0.8,APROVADO
891,15,0.75,APROVADO
892,7,0.88,APROVADO
893,4,0.93,APROVADO
894,2,0.97,APROVADO
895,3,0.95,REPROVADO
896,3,0.95,APROVADO
897,5,0.92,APROVADO
898,8,0.87,APROVADO
899,3,0.95,APROVADO
900,10,0.83,APROVADO
901,9,0.85,APROVADO
902,19,0.68,REPROVADO
903,12,0.8,APROVADO
904,9,0.85,APROVADO
905,1,0.98,APROVADO
906,30,0.5,REPROVADO
907,5,0.92,APROVADO
908,0,1.0,APROVADO
909,3,0.95,APROVADO
910,1,0.98,APROVADO
911,15,0.75,APROVADO
912,2,0.97,APROVADO
913,0,1.0,APROVADO
914,31,0.48,REPROVADO
915,25,0.58,REPROVADO
916,14,0.77,APROVADO
917,1,0.98,APROVADO
918,5,0.92,APROVADO
919,0,1.0,APROVADO
920,4,0.93,APROVADO
921,0,1.0,APROVADO
922,2,0.97,APROVADO
923,6,0.9,APROVADO
924,24,0.6,REPROVADO
925,10,0.83,APROVADO
926,31,0.48,REPROVADO
927,4,0.93,APROVADO
928,10,0.83,APROVADO
929,1,0.98,APROVADO
930,10,0.83,APROVADO
931,5,0.92,APROVADO
932,4,0.93,APROVADO
933,6,0.9,APROVADO
934,1,0.98,APROVADO
935,2,0.97,APROVADO
936,1,0.98,APROVADO
937,8,0.87,APROVADO
938,3,0.95,APROVADO
939,17,0.72,REPROVADO
940,37,0.38,REPROVADO
941,2,0.97,APROVADO
942,5,0.92,APROVADO
943,8,0.87,APROVADO
944,7,0.88,APROVADO
945,38,0.37,REPROVADO
946,7,0.88,APROVADO
947,13,0.78,APROVADO
948,5,0.92,REPROVADO
949,2,0.97,APROVADO
950,1,0.98,APROVADO
951,11,0.82,APROVADO
952,2,0.97,APROVADO
953,2,0.97,REPROVADO
954,24,0.6,REPROVADO
955,4,0.93,REPROVADO
956,6,0.9,REPROVADO
957,0,1.0,APROVADO
958,13,0.78,APROVADO
959,14,0.77,APROVADO
960,9,0.85,APROVADO
961,3,0.95,REPROVADO
962,4,0.93,APROVADO
963,13,0.78,APROVADO
964,5,0.92,REPROVADO
965,14,0.77,APROVADO
966,3,0.95,APROVADO
967,13,0.78,APROVADO
968,0,1.0,APROVADO
969,15,0.75,APROVADO
970,39,0.35,REPROVADO
971,8,0.87,APROVADO
972,1,0.98,APROVADO
973,23,0.62,REPROVADO
974,5,0.92,APROVADO
975,9,0.85,APROVADO
976,21,0.65,REPROVADO
977,10,0.83,APROVADO
978,15,0.75,REPROVADO
979,25,0.58,REPROVADO
980,2,0.97,APROVADO
981,7,0.88,APROVADO
982,0,1.0,REPROVADO
