id_matricula_disciplina,faltas_totais,frequencia,situacao_final
197,2,0.97,APROVADO
198,0,1.0,APROVADO
199,0,1.0,APROVADO
200,5,0.92,APROVADO
201,3,0.95,APROVADO
202,5,0.92,APROVADO
203,29,0.52,REPROVADO
204,9,0.85,APROVADO
205,2,0.97,APROVADO
206,2,0.97,APROVADO
207,4,0.93,APROVADO
208,1,0.98,APROVADO
209,1,0.98,REPROVADO
210,1,0.98,APROVADO
211,1,0.98,APROVADO
212,0,1.0,APROVADO
213,3,0.95,APROVADO
214,3,0.95,APROVADO
215,2,0.97,APROVADO
216,0,1.0,APROVADO
217,20,0.67,REPROVADO
218,5,0.92,APROVADO
219,2,0.97,APROVADO
220,35,0.42,REPROVADO
221,0,1.0,APROVADO
222,3,0.95,APROVADO
223,2,0.97,APROVADO
224,1,0.98,APROVADO
225,5,0.92,APROVADO
226,1,0.98,APROVADO
227,5,0.92,APROVADO
228,0,1.0,APROVADO
229,5,0.92,APROVADO
230,7,0.88,APROVADO
231,19,0.68,REPROVADO
232,0,1.0,APROVADO
233,1,0.98,APROVADO
234,5,0.92,APROVADO
235,0,1.0,APROVADO
236,2,0.97,APROVADO
237,0,1.0,APROVADO
238,13,0.78,APROVADO
239,3,0.95,REPROVADO
240,4,0.93,APROVADO
241,4,0.93,APROVADO
242,4,0.93,APROVADO
243,1,0.98,APROVADO
244,15,0.75,APROVADO
245,3,0.95,APROVADO
246,3,0.95,APROVADO
247,0,1.0,APROVADO
248,1,0.98,APROVADO
249,3,0.95,APROVADO
250,2,0.97,APROVADO
251,10,0.83,APROVADO
252,7,0.88,APROVADO
253,3,0.95,APROVADO
254,24,0.6,REPROVADO
255,2,0.97,APROVADO
256,14,0.77,REPROVADO
257,9,0.85,REPROVADO
258,1,0.98,APROVADO
259,5,0.92,APROVADO
260,1,0.98,APROVADO
261,0,1.0,APROVADO
262,1,0.98,APROVADO
263,4,0.93,APROVADO
264,14,0.77,APROVADO
265,7,0.88,REPROVADO
266,5,0.92,APROVADO
267,1,0.98,APROVADO
268,33,0.45,REPROVADO
269,2,0.97,APROVADO
270,5,0.92,APROVADO
271,6,0.9,APROVADO
272,12,0.8,APROVADO
273,1,0.98,APROVADO
274,9,0.85,APROVADO
275,3,0.95,APROVADO
276,12,0.8,APROVADO
277,4,0.93,APROVADO
278,5,0.92,APROVADO
279,20,0.67,REPROVADO
280,5,0.92,APROVADO
281,3,0.95,APROVADO
282,8,0.87,APROVADO
283,2,0.97,APROVADO
284,5,0.92,APROVADO
285,0,1.0,APROVADO
286,11,0.82,APROVADO
287,1,0.98,APROVADO
288,5,0.92,APROVADO
289,6,0.9,APROVADO
290,4,0.93,APROVADO
291,1,0.98,APROVADO
292,1,0.98,APROVADO
293,11,0.82,APROVADO
294,11,0.82,APROVADO
295,0,1.0,APROVADO
296,29,0.52,REPROVADO
297,2,0.97,APROVADO
298,2,0.97,APROVADO
299,0,1.0,REPROVADO
300,1,0.98,APROVADO
301,11,0.82,APROVADO
302,4,0.93,APROVADO
303,9,0.85,APROVADO
304,5,0.92,APROVADO
305,3,0.95,APROVADO
306,7,0.88,APROVADO
307,2,0.97,APROVADO
308,0,1.0,REPROVADO
309,1,0.98,APROVADO
310,4,0.93,APROVADO
311,4,0.93,APROVADO
312,14,0.77,APROVADO
313,19,0.68,REPROVADO
314,2,0.97,APROVADO
315,5,0.92,APROVADO
316,1,0.98,APROVADO
317,3,0.95,APROVADO
318,14,0.77,APROVADO
319,5,0.92,APROVADO
320,2,0.97,APROVADO
321,4,0.93,APROVADO
322,2,0.97,APROVADO
323,2,0.97,APROVADO
324,12,0.8,APROVADO
325,15,0.75,REPROVADO
326,4,0.93,APROVADO
327,4,0.93,APROVADO
328,10,0.83,APROVADO
329,2,0.97,APROVADO
330,1,0.98,APROVADO
331,2,0.97,APROVADO
332,19,0.68,REPROVADO
333,12,0.8,APROVADO
334,2,0.97,APROVADO
335,4,0.93,REPROVADO
336,2,0.97,APROVADO
337,23,0.62,REPROVADO
338,0,1.0,REPROVADO
339,8,0.87,APROVADO
340,40,0.33,REPROVADO
341,1,0.98,APROVADO
342,4,0.93,APROVADO
343,3,0.95,APROVADO
344,3,0.95,APROVADO
345,0,1.0,APROVADO
346,1,0.98,APROVADO
347,5,0.92,APROVADO
348,8,0.87,APROVADO
349,5,0.92,APROVADO
350,12,0.8,APROVADO
351,0,1.0,APROVADO
352,3,0.95,APROVADO
353,4,0.93,REPROVADO
354,32,0.47,REPROVADO
355,0,1.0,APROVADO
356,0,1.0,APROVADO
357,3,0.95,APROVADO
358,3,0.95,APROVADO
359,1,0.98,APROVADO
360,4,0.93,APROVADO
361,9,0.85,APROVADO
362,0,1.0,APROVADO
363,5,0.92,APROVADO
364,15,0.75,APROVADO
365,4,0.93,APROVADO
366,10,0.83,APROVADO
367,5,0.92,APROVADO
368,5,0.92,APROVADO
369,1,0.98,APROVADO
370,2,0.97,APROVADO
371,5,0.92,REPROVADO
372,7,0.88,APROVADO
373,31,0.48,REPROVADO
374,2,0.97,APROVADO
375,6,0.9,APROVADO
376,0,1.0,APROVADO
377,5,0.92,APROVADO
378,5,0.92,APROVADO
379,5,0.92,APROVADO
380,0,1.0,APROVADO
381,2,0.97,APROVADO
382,9,0.85,APROVADO
383,30,0.5,REPROVADO
384,13,0.78,APROVADO
385,1,0.98,APROVADO
386,5,0.92,APROVADO
387,3,0.95,APROVADO
388,3,0.95,APROVADO
389,3,0.95,APROVADO
390,12,0.8,APROVADO
391,38,0.37,REPROVADO
392,2,0.97,APROVADO
393,1,0.98,REPROVADO
394,20,0.67,REPROVADO
395,13,0.78,REPROVADO
396,9,0.85,APROVADO
397,7,0.88,APROVADO
398,2,0.97,APROVADO
399,5,0.92,APROVADO
400,2,0.97,APROVADO
401,3,0.95,APROVADO
402,30,0.5,REPROVADO
403,11,0.82,APROVADO
404,1,0.98,APROVADO
405,36,0.4,REPROVADO
406,5,0.92,APROVADO
407,0,1.0,APROVADO
408,22,0.63,REPROVADO
409,5,0.92,APROVADO
410,3,0.95,APROVADO
411,10,0.83,APROVADO
412,4,0.93,APROVADO
413,0,1.0,APROVADO
414,14,0.77,APROVADO
415,4,0.93,APROVADO
416,8,0.87,APROVADO
417,5,0.92,APROVADO
418,12,0.8,APROVADO
419,6,0.9,APROVADO
420,12,0.8,APROVADO
421,33,0.45,REPROVADO
422,3,0.95,APROVADO
423,0,1.0,REPROVADO
424,6,0.9,APROVADO
425,2,0.97,APROVADO
426,14,0.77,APROVADO
427,17,0.72,REPROVADO
428,9,0.85,APROVADO
429,0,1.0,APROVADO
430,5,0.92,APROVADO
431,2,0.97,APROVADO
432,4,0.93,APROVADO
433,2,0.97,APROVADO
434,3,0.95,REPROVADO
435,4,0.93,APROVADO
436,0,1.0,APROVADO
437,3,0.95,APROVADO
438,2,0.97,REPROVADO
439,11,0.82,APROVADO
440,23,0.62,REPROVADO
441,3,0.95,APROVADO
442,31,0.48,REPROVADO
443,3,0.95,APROVADO
444,5,0.92,APROVADO
445,4,0.93,APROVADO
446,14,0.77,REPROVADO
447,5,0.92,APROVADO
448,4,0.93,APROVADO
449,0,1.0,APROVADO
450,1,0.98,APROVADO
451,35,0.42,REPROVADO
452,6,0.9,APROVADO
453,8,0.87,APROVADO
454,0,1.0,APROVADO
455,11,0.82,APROVADO
456,4,0.93,APROVADO
457,4,0.93,APROVADO
458,4,0.93,APROVADO
459,0,1.0,APROVADO
460,11,0.82,APROVADO
461,3,0.95,APROVADO
462,1,0.98,APROVADO
463,11,0.82,APROVADO
464,0,1.0,APROVADO
465,10,0.83,APROVADO
466,3,0.95,APROVADO
467,4,0.93,APROVADO
468,5,0.92,APROVADO
469,2,0.97,APROVADO
470,2,0.97,APROVADO
471,5,0.92,REPROVADO
472,2,0.97,APROVADO
473,20,0.67,REPROVADO
474,1,0.98,APROVADO
475,0,1.0,APROVADO
476,2,0.97,APROVADO
477,32,0.47,REPROVADO
478,6,0.9,APROVADO
479,6,0.9,APROVADO
480,4,0.93,APROVADO
481,1,0.98,APROVADO
482,12,0.8,APROVADO
483,10,0.83,APROVADO
484,9,0.85,APROVADO
485,2,0.97,APROVADO
486,6,0.9,APROVADO
487,4,0.93,REPROVADO
488,36,0.4,REPROVADO
489,17,0.72,REPROVADO
490,1,0.98,APROVADO
491,39,0.35,REPROVADO
492,5,0.92,APROVADO
493,15,0.75,APROVADO
494,3,0.95,APROVADO
495,5,0.92,APROVADO
496,10,0.83,APROVADO
497,7,0.88,APROVADO
498,5,0.92,APROVADO
499,4,0.93,APROVADO
500,1,0.98,APROVADO
501,19,0.68,REPROVADO
502,2,0.97,APROVADO
503,2,0.97,REPROVADO
504,14,0.77,APROVADO
505,13,0.78,APROVADO
506,10,0.83,APROVADO
507,4,0.93,APROVADO
508,6,0.9,REPROVADO
509,0,1.0,APROVADO
510,0,1.0,APROVADO
511,1,0.98,APROVADO
512,35,0.42,REPROVADO
513,11,0.82,APROVADO
514,4,0.93,APROVADO
515,26,0.57,REPROVADO
516,5,0.92,APROVADO
517,1,0.98,APROVADO
518,0,1.0,APROVADO
519,0,1.0,APROVADO
520,13,0.78,APROVADO
521,30,0.5,REPROVADO
522,3,0.95,APROVADO
523,3,0.95,APROVADO
524,12,0.8,APROVADO
525,5,0.92,APROVADO
526,0,1.0,APROVADO
527,1,0.98,APROVADO
528,3,0.95,APROVADO
529,1,0.98,APROVADO
530,10,0.83,APROVADO
531,2,0.97,APROVADO
532,9,0.85,APROVADO
533,12,0.8,APROVADO
534,5,0.92,REPROVADO
535,14,0.77,APROVADO
536,1,0.98,APROVADO
537,3,0.95,APROVADO
538,3,0.95,APROVADO
539,3,0.95,APROVADO
540,2,0.97,REPROVADO
541,1,0.98,APROVADO
542,3,0.95,REPROVADO
543,1,0.98,APROVADO
544,10,0.83,APROVADO
545,4,0.93,APROVADO
546,7,0.88,APROVADO
547,5,0.92,APROVADO
548,3,0.95,APROVADO
549,4,0.93,APROVADO
550,4,0.93,APROVADO
551,1,0.98,APROVADO
552,13,0.78,APROVADO
553,0,1.0,APROVADO
554,0,1.0,APROVADO
555,7,0.88,APROVADO
556,7,0.88,APROVADO
557,4,0.93,APROVADO
558,6,0.9,APROVADO
559,3,0.95,APROVADO
560,0,1.0,REPROVADO
561,2,0.97,APROVADO
562,0,1.0,APROVADO
563,5,0.92,REPROVADO
564,15,0.75,APROVADO
565,9,0.85,APROVADO
566,13,0.78,APROVADO
567,10,0.83,REPROVADO
568,5,0.92,APROVADO
569,7,0.88,APROVADO
570,0,1.0,APROVADO
571,2,0.97,APROVADO
572,0,1.0,APROVADO
573,4,0.93,APROVADO
574,13,0.78,APROVADO
575,1,0.98,APROVADO
576,5,0.92,APROVADO
577,2,0.97,APROVADO
578,5,0.92,APROVADO
579,11,0.82,APROVADO
580,14,0.77,APROVADO
581,1,0.98,APROVADO
582,2,0.97,APROVADO
583,11,0.82,APROVADO
584,4,0.93,APROVADO
585,2,0.97,APROVADO
586,6,0.9,APROVADO
587,7,0.88,APROVADO
588,4,0.93,APROVADO
589,8,0.87,APROVADO
590,7,0.88,APROVADO
591,14,0.77,APROVADO
592,8,0.87,REPROVADO
593,9,0.85,APROVADO
594,0,1.0,APROVADO
595,18,0.7,REPROVADO
596,39,0.35,REPROVADO
597,0,1.0,APROVADO
598,4,0.93,APROVADO
599,7,0.88,APROVADO
600,2,0.97,APROVADO
601,2,0.97,APROVADO
602,13,0.78,APROVADO
603,12,0.8,APROVADO
604,5,0.92,APROVADO
605,16,0.73,REPROVADO
606,6,0.9,REPROVADO
607,40,0.33,REPROVADO
608,1,0.98,REPROVADO
609,10,0.83,APROVADO
610,12,0.8,APROVADO
611,7,0.88,APROVADO
612,10,0.83,APROVADO
613,0,1.0,APROVADO
614,15,0.75,APROVADO
615,2,0.97,APROVADO
616,1,0.98,APROVADO
617,4,0.93,APROVADO
618,2,0.97,APROVADO
619,9,0.85,APROVADO
620,13,0.78,REPROVADO
621,10,0.83,APROVADO
622,0,1.0,APROVADO
623,15,0.75,APROVADO
624,4,0.93,APROVADO
625,3,0.95,APROVADO
626,0,1.0,APROVADO
627,8,0.87,APROVADO
628,2,0.97,APROVADO
629,0,1.0,APROVADO
630,7,0.88,REPROVADO
631,10,0.83,APROVADO
632,8,0.87,APROVADO
633,8,0.87,APROVADO
634,1,0.98,APROVADO
635,12,0.8,APROVADO
636,4,0.93,APROVADO
637,0,1.0,APROVADO
638,39,0.35,REPROVADO
639,12,0.8,APROVADO
640,9,0.85,APROVADO
641,7,0.88,APROVADO
642,2,0.97,APROVADO
643,1,0.98,APROVADO
644,5,0.92,APROVADO
645,12,0.8,APROVADO
646,5,0.92,APROVADO
647,0,1.0,APROVADO
648,2,0.97,APROVADO
649,5,0.92,APROVADO
650,4,0.93,APROVADO
651,4,0.93,APROVADO
652,5,0.92,APROVADO
653,8,0.87,APROVADO
654,5,0.92,APROVADO
655,3,0.95,APROVADO
656,14,0.77,APROVADO
657,0,1.0,APROVADO
658,13,0.78,APROVADO
659,5,0.92,APROVADO
660,0,1.0,APROVADO
661,11,0.82,APROVADO
662,1,0.98,APROVADO
663,2,0.97,APROVADO
664,38,0.37,REPROVADO
665,0,1.0,APROVADO
666,5,0.92,APROVADO
667,8,0.87,REPROVADO
668,13,0.78,REPROVADO
669,4,0.93,APROVADO
670,5,0.92,APROVADO
671,0,1.0,APROVADO
672,18,0.7,REPROVADO
673,38,0.37,REPROVADO
674,9,0.85,APROVADO
675,1,0.98,APROVADO
676,12,0.8,APROVADO
677,14,0.77,APROVADO
678,1,0.98,APROVADO
679,9,0.85,APROVADO
680,7,0.88,APROVADO
681,11,0.82,APROVADO
682,12,0.8,APROVADO
683,15,0.75,APROVADO
684,3,0.95,APROVADO
685,3,0.95,APROVADO
686,5,0.92,APROVADO
687,3,0.95,APROVADO
688,5,0.92,APROVADO
689,9,0.85,APROVADO
690,10,0.83,APROVADO
691,12,0.8,APROVADO
692,16,0.73,REPROVADO
693,5,0.92,APROVADO
694,15,0.75,APROVADO
695,13,0.78,APROVADO
696,0,1.0,APROVADO
697,1,0.98,APROVADO
698,5,0.92,APROVADO
699,24,0.6,REPROVADO
700,4,0.93,APROVADO
701,29,0.52,REPROVADO
702,8,0.87,APROVADO
703,0,1.0,APROVADO
704,5,0.92,APROVADO
705,5,0.92,APROVADO
706,3,0.95,APROVADO
707,2,0.97,APROVADO
708,6,0.9,APROVADO
709,0,1.0,APROVADO
710,7,0.88,APROVADO
711,3,0.95,APROVADO
712,4,0.93,REPROVADO
713,11,0.82,APROVADO
714,0,1.0,APROVADO
715,8,0.87,APROVADO
716,0,1.0,APROVADO
717,12,0.8,APROVADO
718,11,0.82,APROVADO
719,20,0.67,REPROVADO
720,9,0.85,REPROVADO
721,0,1.0,APROVADO
722,1,0.98,REPROVADO
723,0,1.0,APROVADO
724,10,0.83,APROVADO
725,6,0.9,APROVADO
726,1,0.98,APROVADO
727,4,0.93,APROVADO
728,14,0.77,APROVADO
729,10,0.83,APROVADO
730,5,0.92,REPROVADO
731,0,1.0,REPROVADO
732,7,0.88,APROVADO
733,26,0.57,REPROVADO
734,3,0.95,APROVADO
735,2,0.97,APROVADO
736,3,0.95,APROVADO
737,0,1.0,APROVADO
738,24,0.6,REPROVADO
739,23,0.62,REPROVADO
740,12,0.8,APROVADO
741,4,0.93,APROVADO
742,4,0.93,APROVADO
743,10,0.83,APROVADO
744,1,0.98,APROVADO
745,5,0.92,REPROVADO
746,11,0.82,APROVADO
747,16,0.73,REPROVADO
748,13,0.78,APROVADO
749,14,0.77,APROVADO
750,8,0.87,APROVADO
751,1,0.98,REPROVADO
752,0,1.0,APROVADO
753,12,0.8,APROVADO
754,5,0.92,APROVADO
755,15,0.75,REPROVADO
756,4,0.93,APROVADO
757,2,0.97,APROVADO
758,0,1.0,APROVADO
759,1,0.98,APROVADO
760,2,0.97,APROVADO
761,5,0.92,APROVADO
762,11,0.82,APROVADO
763,21,0.65,REPROVADO
764,11,0.82,APROVADO
765,5,0.92,APROVADO
766,9,0.85,APROVADO
767,3,0.95,APROVADO
768,4,0.93,APROVADO
769,0,1.0,APROVADO
770,13,0.78,APROVADO
771,3,0.95,APROVADO
772,8,0.87,APROVADO
773,4,0.93,APROVADO
774,29,0.52,REPROVADO
775,7,0.88,APROVADO
776,2,0.97,APROVADO
777,0,1.0,APROVADO
778,1,0.98,REPROVADO
779,2,0.97,APROVADO
780,9,0.85,REPROVADO
781,1,0.98,APROVADO
782,0,1.0,APROVADO
783,1,0.98,APROVADO
784,35,0.42,REPROVADO
785,16,0.73,REPROVADO
786,3,0.95,APROVADO
787,4,0.93,REPROVADO
788,10,0.83,APROVADO
789,3,0.95,APROVADO
790,5,0.92,APROVADO
791,5,0.92,APROVADO
792,5,0.92,APROVADO
793,4,0.93,APROVADO
794,3,0.95,APROVADO
795,2,0.97,APROVADO
796,5,0.92,APROVADO
797,2,0.97,REPROVADO
798,9,0.85,APROVADO
799,3,0.95,APROVADO
800,3,0.95,APROVADO
801,4,0.93,APROVADO
802,4,0.93,APROVADO
803,5,0.92,REPROVADO
804,6,0.9,APROVADO
805,0,1.0,APROVADO
806,13,0.78,REPROVADO
807,0,1.0,APROVADO
808,2,0.97,APROVADO
809,8,0.87,APROVADO
810,2,0.97,APROVADO
811,15,0.75,APROVADO
812,4,0.93,APROVADO
813,9,0.85,APROVADO
814,4,0.93,APROVADO
815,0,1.0,APROVADO
816,3,0.95,APROVADO
817,3,0.95,APROVADO
818,4,0.93,APROVADO
819,40,0.33,REPROVADO
820,4,0.93,APROVADO
821,0,1.0,APROVADO
822,14,0.77,REPROVADO
823,0,1.0,APROVADO
824,5,0.92,APROVADO
825,3,0.95,APROVADO
826,14,0.77,APROVADO
827,1,0.98,APROVADO
828,1,0.98,APROVADO
829,9,0.85,APROVADO
830,1,0.98,APROVADO
831,1,0.98,APROVADO
832,1,0.98,APROVADO
833,1,0.98,REPROVADO
834,5,0.92,APROVADO
835,0,1.0,APROVADO
836,5,0.92,APROVADO
837,1,0.98,APROVADO
838,1,0.98,APROVADO
839,7,0.88,APROVADO
840,2,0.97,APROVADO
841,2,0.97,APROVADO
842,35,0.42,REPROVADO
843,3,0.95,APROVADO
844,7,0.88,APROVADO
845,3,0.95,APROVADO
846,38,0.37,REPROVADO
847,1,0.98,APROVADO
848,2,0.97,APROVADO
849,2,0.97,APROVADO
850,16,0.73,REPROVADO
851,5,0.92,APROVADO
852,7,0.88,APROVADO
853,3,0.95,APROVADO
854,0,1.0,APROVADO
855,14,0.77,APROVADO
856,14,0.77,APROVADO
857,2,0.97,APROVADO
858,1,0.98,APROVADO
859,14,0.77,APROVADO
860,10,0.83,APROVADO
861,14,0.77,APROVADO
862,2,0.97,APROVADO
863,29,0.52,REPROVADO
864,39,0.35,REPROVADO
865,13,0.78,APROVADO
866,0,1.0,APROVADO
867,4,0.93,APROVADO
868,3,0.95,APROVADO
869,36,0.4,REPROVADO
870,11,0.82,APROVADO
871,0,1.0,APROVADO
872,19,0.68,REPROVADO
873,4,0.93,REPROVADO
874,3,0.95,APROVADO
875,11,0.82,APROVADO
876,0,1.0,APROVADO
877,3,0.95,APROVADO
878,1,0.98,APROVADO
879,6,0.9,APROVADO
880,4,0.93,APROVADO
881,1,0.98,APROVADO
882,2,0.97,REPROVADO
883,2,0.97,APROVADO
884,2,0.97,APROVADO
885,15,0.75,APROVADO
886,6,0.9,APROVADO
887,2,0.97,APROVADO
888,5,0.92,APROVADO
889,4,0.93,APROVADO
890,14,0.77,APROVADO
891,39,0.35,REPROVADO
892,21,0.65,REPROVADO
893,5,0.92,APROVADO
894,38,0.37,REPROVADO
895,8,0.87,APROVADO
896,22,0.63,REPROVADO
897,0,1.0,APROVADO
898,4,0.93,APROVADO
899,2,0.97,APROVADO
900,24,0.6,REPROVADO
901,4,0.93,APROVADO
902,11,0.82,APROVADO
903,2,0.97,APROVADO
904,15,0.75,APROVADO
905,13,0.78,APROVADO
906,0,1.0,REPROVADO
907,28,0.53,REPROVADO
908,3,0.95,APROVADO
909,5,0.92,APROVADO
910,4,0.93,REPROVADO
911,1,0.98,REPROVADO
912,3,0.95,REPROVADO
913,1,0.98,APROVADO
914,7,0.88,APROVADO
915,9,0.85,APROVADO
916,5,0.92,APROVADO
917,11,0.82,APROVADO
918,3,0.95,APROVADO
919,3,0.95,APROVADO
920,9,0.85,APROVADO
921,14,0.77,APROVADO
922,7,0.88,REPROVADO
923,1,0.98,APROVADO
924,1,0.98,REPROVADO
925,29,0.52,REPROVADO
926,2,0.97,APROVADO
927,1,0.98,APROVADO
928,26,0.57,REPROVADO
929,8,0.87,APROVADO
930,15,0.75,REPROVADO
931,2,0.97,APROVADO
932,5,0.92,APROVADO
933,6,0.9,APROVADO
934,15,0.75,APROVADO
935,3,0.95,REPROVADO
936,32,0.47,REPROVADO
937,5,0.92,APROVADO
938,4,0.93,APROVADO
939,3,0.95,APROVADO
940,7,0.88,APROVADO
941,2,0.97,APROVADO
942,15,0.75,APROVADO
943,5,0.92,APROVADO
944,39,0.35,REPROVADO
945,8,0.87,APROVADO
946,3,0.95,APROVADO
947,5,0.92,APROVADO
948,2,0.97,APROVADO
949,9,0.85,REPROVADO
950,1,0.98,APROVADO
951,0,1.0,APROVADO
952,15,0.75,APROVADO
953,8,0.87,APROVADO
954,14,0.77,APROVADO
955,4,0.93,APROVADO
956,5,0.92,APROVADO
957,0,1.0,APROVADO
958,15,0.75,APROVADO
959,5,0.92,APROVADO
960,2,0.97,APROVADO
961,12,0.8,APROVADO
962,6,0.9,APROVADO
963,3,0.95,APROVADO
964,3,0.95,APROVADO
965,3,0.95,APROVADO
966,4,0.93,APROVADO
967,16,0.73,REPROVADO
968,3,0.95,APROVADO
969,4,0.93,APROVADO
970,34,0.43,REPROVADO
971,9,0.85,APROVADO
972,3,0.95,APROVADO
973,3,0.95,APROVADO
974,4,0.93,APROVADO
975,5,0.92,REPROVADO
976,1,0.98,REPROVADO
977,11,0.82,APROVADO
978,2,0.97,APROVADO
979,2,0.97,APROVADO
980,1,0.98,APROVADO
981,1,0.98,APROVADO
982,0,1.0,APROVADO
